Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS11 - Hongkong appointment using data driven,TestCloud - Windows - Chrome 124.0.0.0,Data driven test,,05-07-2024 09:36:29,05-07-2024 09:43:43,7m - 13.454s,PASSED
,,,,,,,
Test Cases/Properties/TCP01 - Open browser,TestCloud - Windows - Chrome 124.0.0.0,,Helper,05-07-2024 09:36:30,05-07-2024 09:38:08,1m - 38.381s,PASSED
"openBrowser("""")",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:36:30,05-07-2024 09:37:41,1m - 11.267s,PASSED
navigateToUrl(URL),TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:37:41,05-07-2024 09:38:08,26.856s,PASSED
,,,,,,,
Test Cases/Properties/TCP02 - Login,TestCloud - Windows - Chrome 124.0.0.0,,Helper,05-07-2024 09:38:08,05-07-2024 09:38:44,36.442s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Make Appointment""))",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:38:08,05-07-2024 09:38:13,4.864s,PASSED
"verifyElementText(findTestObject(""2. CURA Test Object (Verify parameter)/Login Text""), ""Login"")",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:38:13,05-07-2024 09:38:17,3.906s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:38:17,05-07-2024 09:38:29,12.011s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:38:29,05-07-2024 09:38:39,10.232s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Login Button""))",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:38:39,05-07-2024 09:38:44,5.348s,PASSED
,,,,,,,
Test Cases/TC19 - Hongkong Appointment using data driven,TestCloud - Windows - Chrome 124.0.0.0,,Data driven,05-07-2024 09:38:44,05-07-2024 09:39:57,1m - 12.561s,PASSED
"selectOptionByValue(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Facility""), facility, true)",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:38:45,05-07-2024 09:39:13,28.632s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Apply for Hospital Readmission""))",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:39:13,05-07-2024 09:39:17,3.558s,PASSED
