Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS03 - Logout variation,Chrome 126.0.0.0,,,29-06-2024 13:45:19,29-06-2024 13:46:33,1m - 14.294s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP01 - Open Browser,Chrome 126.0.0.0,,,29-06-2024 13:45:19,29-06-2024 13:45:24,5.042s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,29-06-2024 13:45:19,29-06-2024 13:45:21,1.956s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,29-06-2024 13:45:21,29-06-2024 13:45:24,2.758s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP02 - Login,Chrome 126.0.0.0,,,29-06-2024 13:45:24,29-06-2024 13:46:31,1m - 7.207s,PASSED
"click(findTestObject(""Login page/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 126.0.0.0,,,29-06-2024 13:45:24,29-06-2024 13:45:25,1.014s,PASSED
"verifyElementText(findTestObject(""Login menu check/Page_CURA Healthcare Service/h2_Login""), ""Login"")",Chrome 126.0.0.0,,,29-06-2024 13:45:25,29-06-2024 13:45:26,0.421s,PASSED
"setText(findTestObject(""Login page/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 126.0.0.0,,,29-06-2024 13:45:26,29-06-2024 13:46:29,1m - 3.347s,PASSED
"setText(findTestObject(""Login page/Page_CURA Healthcare Service/input_Password_password""), ""ThisIsNotAPassword"")",Chrome 126.0.0.0,,,29-06-2024 13:46:29,29-06-2024 13:46:30,0.819s,PASSED
"click(findTestObject(""Login page/Page_CURA Healthcare Service/button_Login""))",Chrome 126.0.0.0,,,29-06-2024 13:46:30,29-06-2024 13:46:31,1.502s,PASSED
,,,,,,,
Test Cases/TC12 - Logout via button toggle,Chrome 126.0.0.0,,,29-06-2024 13:46:31,29-06-2024 13:46:33,1.843s,PASSED
"click(findTestObject(""Object Repository/Log out/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""), STOP_ON_FAILURE)",Chrome 126.0.0.0,,,29-06-2024 13:46:31,29-06-2024 13:46:32,0.440s,PASSED
"click(findTestObject(""Object Repository/Log out/Page_CURA Healthcare Service/a_Logout""))",Chrome 126.0.0.0,,,29-06-2024 13:46:32,29-06-2024 13:46:33,0.960s,PASSED
"verifyElementText(findTestObject(""Homepage of CURA/Page_CURA Healthcare Service/h1_CURA Healthcare Service""), ""CURA Healthcare Service"")",Chrome 126.0.0.0,,,29-06-2024 13:46:33,29-06-2024 13:46:33,0.306s,PASSED
