Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS03 - History Check,Chrome 126.0.0.0,,,27-06-2024 16:33:27,27-06-2024 16:33:51,23.824s,FAILED
,,,,,,,
Test Cases/TC07 - History menu check,Chrome 126.0.0.0,,,27-06-2024 16:33:27,27-06-2024 16:33:47,19.551s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,27-06-2024 16:33:27,27-06-2024 16:33:28,1.264s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,27-06-2024 16:33:28,27-06-2024 16:33:36,7.507s,PASSED
"click(findTestObject(""Object Repository/History check/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 126.0.0.0,,,27-06-2024 16:33:36,27-06-2024 16:33:37,0.673s,PASSED
"setText(findTestObject(""Object Repository/History check/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 126.0.0.0,,,27-06-2024 16:33:37,27-06-2024 16:33:37,0.811s,PASSED
"setEncryptedText(findTestObject(""Object Repository/History check/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 126.0.0.0,,,27-06-2024 16:33:37,27-06-2024 16:33:38,0.350s,PASSED
"click(findTestObject(""Object Repository/History check/Page_CURA Healthcare Service/button_Login""))",Chrome 126.0.0.0,,,27-06-2024 16:33:38,27-06-2024 16:33:39,0.851s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/History check/Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center        _5b4107""), ""Hongkong CURA Healthcare Center"", true)",Chrome 126.0.0.0,,,27-06-2024 16:33:39,27-06-2024 16:33:40,0.939s,PASSED
"click(findTestObject(""Object Repository/History check/Page_CURA Healthcare Service/input_Apply for hospital readmission_hospit_63901f""))",Chrome 126.0.0.0,,,27-06-2024 16:33:40,27-06-2024 16:33:40,0.281s,PASSED
"click(findTestObject(""Object Repository/History check/Page_CURA Healthcare Service/span_Visit Date (Required)_glyphicon glyphi_cada34""))",Chrome 126.0.0.0,,,27-06-2024 16:33:40,27-06-2024 16:33:40,0.290s,PASSED
"click(findTestObject(""Object Repository/History check/Page_CURA Healthcare Service/td_28""))",Chrome 126.0.0.0,,,27-06-2024 16:33:40,27-06-2024 16:33:41,0.487s,PASSED
"setText(findTestObject(""Object Repository/History check/Page_CURA Healthcare Service/textarea_Comment_comment""), ""Let's meet at 9 AM"")",Chrome 126.0.0.0,,,27-06-2024 16:33:41,27-06-2024 16:33:41,0.807s,PASSED
"click(findTestObject(""Appointment Hongkong/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 126.0.0.0,,,27-06-2024 16:33:41,27-06-2024 16:33:42,0.561s,PASSED
"verifyElementText(findTestObject(""Appointment Hongkong/Page_CURA Healthcare Service/h2_Appointment Confirmation""), ""Appointment Confirmation"")",Chrome 126.0.0.0,,,27-06-2024 16:33:42,27-06-2024 16:33:42,0.288s,PASSED
"click(findTestObject(""Object Repository/History check/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Chrome 126.0.0.0,,,27-06-2024 16:33:42,27-06-2024 16:33:43,0.290s,PASSED
"click(findTestObject(""Object Repository/History check/Page_CURA Healthcare Service/a_History""))",Chrome 126.0.0.0,,,27-06-2024 16:33:43,27-06-2024 16:33:43,0.596s,PASSED
"takeScreenshotAsCheckpoint(""History Hongkong Appointment"")",Chrome 126.0.0.0,,,27-06-2024 16:33:43,27-06-2024 16:33:44,0.718s,PASSED
"verifyElementText(findTestObject(""Object Repository/History check/Page_CURA Healthcare Service/h2_History""), ""History"")",Chrome 126.0.0.0,,,27-06-2024 16:33:44,27-06-2024 16:33:44,0.268s,PASSED
"verifyElementText(findTestObject(""Object Repository/History check/Page_CURA Healthcare Service/div_28062024""), ""28/06/2024"")",Chrome 126.0.0.0,,,27-06-2024 16:33:44,27-06-2024 16:33:44,0.267s,PASSED
"verifyElementText(findTestObject(""Object Repository/History check/Page_CURA Healthcare Service/p_Hongkong CURA Healthcare Center""), ""Hongkong CURA Healthcare Center"")",Chrome 126.0.0.0,,,27-06-2024 16:33:44,27-06-2024 16:33:45,0.258s,PASSED
"verifyElementText(findTestObject(""Object Repository/History check/Page_CURA Healthcare Service/p_Yes""), ""Yes"")",Chrome 126.0.0.0,,,27-06-2024 16:33:45,27-06-2024 16:33:45,0.263s,PASSED
"verifyElementText(findTestObject(""Object Repository/History check/Page_CURA Healthcare Service/p_Medicare""), ""Medicare"")",Chrome 126.0.0.0,,,27-06-2024 16:33:45,27-06-2024 16:33:45,0.269s,PASSED
"verifyElementText(findTestObject(""Object Repository/History check/Page_CURA Healthcare Service/p_Lets meet at 9 AM""), ""Let's meet at 9 AM"")",Chrome 126.0.0.0,,,27-06-2024 16:33:45,27-06-2024 16:33:46,0.255s,PASSED
"click(findTestObject(""Object Repository/History check/Page_CURA Healthcare Service/a_Go to Homepage""))",Chrome 126.0.0.0,,,27-06-2024 16:33:46,27-06-2024 16:33:46,0.630s,PASSED
"verifyElementText(findTestObject(""Homepage of CURA/Page_CURA Healthcare Service/h1_CURA Healthcare Service""), ""CURA Healthcare Service"")",Chrome 126.0.0.0,,,27-06-2024 16:33:46,27-06-2024 16:33:46,0.274s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,27-06-2024 16:33:46,27-06-2024 16:33:47,0.130s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP03 - Logout,Chrome 126.0.0.0,,,27-06-2024 16:33:50,27-06-2024 16:33:51,1.025s,FAILED
"verifyElementText(findTestObject(""Appointment/Page_CURA Healthcare Service/h2_Make Appointment""), ""Make Appointment"")",Chrome 126.0.0.0,,,27-06-2024 16:33:50,27-06-2024 16:33:51,1.016s,FAILED
