Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS09 - Login using data driven,Chrome 126.0.0.0,,,03-07-2024 16:45:19,03-07-2024 16:46:23,1m - 4.060s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP01 - Open browser,Chrome 126.0.0.0,,,03-07-2024 16:45:19,03-07-2024 16:45:24,5.234s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,03-07-2024 16:45:19,03-07-2024 16:45:21,2.240s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,03-07-2024 16:45:21,03-07-2024 16:45:24,2.739s,PASSED
,,,,,,,
Test Cases/TC17 - Login using data driven,Chrome 126.0.0.0,,Regression,03-07-2024 16:45:24,03-07-2024 16:45:29,5.176s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Make Appointment""))",Chrome 126.0.0.0,,,03-07-2024 16:45:24,03-07-2024 16:45:25,0.962s,PASSED
"loginParameter = ""varibleLogin""",Chrome 126.0.0.0,,,03-07-2024 16:45:25,03-07-2024 16:45:25,0.001s,PASSED
"username = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",Chrome 126.0.0.0,,,03-07-2024 16:45:25,03-07-2024 16:45:26,0.389s,PASSED
"password = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",Chrome 126.0.0.0,,,03-07-2024 16:45:26,03-07-2024 16:45:26,0.337s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",Chrome 126.0.0.0,,,03-07-2024 16:45:26,03-07-2024 16:45:27,0.996s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",Chrome 126.0.0.0,,,03-07-2024 16:45:27,03-07-2024 16:45:28,0.718s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Login Button""))",Chrome 126.0.0.0,,,03-07-2024 16:45:28,03-07-2024 16:45:29,0.990s,PASSED
"if (username == ""John Doe"" && password == ""ThisIsNotAPassword"")",Chrome 126.0.0.0,,,03-07-2024 16:45:29,03-07-2024 16:45:29,0.009s,PASSED
else,Chrome 126.0.0.0,,,03-07-2024 16:45:29,03-07-2024 16:45:29,0.511s,PASSED
,,,,,,,
Test Cases/TC17 - Login using data driven,Chrome 126.0.0.0,,Regression,03-07-2024 16:45:29,03-07-2024 16:45:33,4.038s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Make Appointment""))",Chrome 126.0.0.0,,,03-07-2024 16:45:30,03-07-2024 16:45:30,0.395s,PASSED
"loginParameter = ""varibleLogin""",Chrome 126.0.0.0,,,03-07-2024 16:45:30,03-07-2024 16:45:30,0.002s,PASSED
"username = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",Chrome 126.0.0.0,,,03-07-2024 16:45:30,03-07-2024 16:45:30,0.417s,PASSED
"password = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",Chrome 126.0.0.0,,,03-07-2024 16:45:30,03-07-2024 16:45:31,0.334s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",Chrome 126.0.0.0,,,03-07-2024 16:45:31,03-07-2024 16:45:31,0.720s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",Chrome 126.0.0.0,,,03-07-2024 16:45:31,03-07-2024 16:45:32,0.701s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Login Button""))",Chrome 126.0.0.0,,,03-07-2024 16:45:32,03-07-2024 16:45:33,0.975s,PASSED
"if (username == ""John Doe"" && password == ""ThisIsNotAPassword"")",Chrome 126.0.0.0,,,03-07-2024 16:45:33,03-07-2024 16:45:33,0.000s,PASSED
else,Chrome 126.0.0.0,,,03-07-2024 16:45:33,03-07-2024 16:45:33,0.442s,PASSED
,,,,,,,
Test Cases/TC17 - Login using data driven,Chrome 126.0.0.0,,Regression,03-07-2024 16:45:34,03-07-2024 16:45:38,4.042s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Make Appointment""))",Chrome 126.0.0.0,,,03-07-2024 16:45:34,03-07-2024 16:45:34,0.507s,PASSED
"loginParameter = ""varibleLogin""",Chrome 126.0.0.0,,,03-07-2024 16:45:34,03-07-2024 16:45:34,0.004s,PASSED
"username = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",Chrome 126.0.0.0,,,03-07-2024 16:45:34,03-07-2024 16:45:34,0.285s,PASSED
"password = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",Chrome 126.0.0.0,,,03-07-2024 16:45:34,03-07-2024 16:45:35,0.385s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",Chrome 126.0.0.0,,,03-07-2024 16:45:35,03-07-2024 16:45:35,0.698s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",Chrome 126.0.0.0,,,03-07-2024 16:45:35,03-07-2024 16:45:36,0.698s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Login Button""))",Chrome 126.0.0.0,,,03-07-2024 16:45:36,03-07-2024 16:45:37,0.987s,PASSED
"if (username == ""John Doe"" && password == ""ThisIsNotAPassword"")",Chrome 126.0.0.0,,,03-07-2024 16:45:37,03-07-2024 16:45:37,0.000s,PASSED
