Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS15 - Make appointment using Keywords,Chrome 126.0.0.0,,,04-07-2024 16:18:11,04-07-2024 16:19:05,53.884s,PASSED
,,,,,,,
Test Cases/TC26 - Open browser using Keywords,Chrome 126.0.0.0,,Keywords,04-07-2024 16:18:11,04-07-2024 16:18:17,5.456s,PASSED
propertiesPage.openBrowser.main(),Chrome 126.0.0.0,,,04-07-2024 16:18:12,04-07-2024 16:18:17,5.071s,PASSED
,,,,,,,
Test Cases/TC27 - Login using Keywords,Chrome 126.0.0.0,,Keywords,04-07-2024 16:18:17,04-07-2024 16:18:20,3.651s,PASSED
propertiesPage.loginMenu.main(),Chrome 126.0.0.0,,,04-07-2024 16:18:17,04-07-2024 16:18:20,3.556s,PASSED
,,,,,,,
Test Cases/TC31- Logout using Keywords,Chrome 126.0.0.0,,Keywords,04-07-2024 16:18:20,04-07-2024 16:18:22,1.931s,PASSED
propertiesPage.logoutMenu.main(),Chrome 126.0.0.0,,,04-07-2024 16:18:20,04-07-2024 16:18:22,1.890s,PASSED
,,,,,,,
Test Cases/TC28 - Seoul Appointment using Keywords,Chrome 126.0.0.0,,,04-07-2024 16:18:22,04-07-2024 16:18:36,13.991s,PASSED
propertiesPage.openBrowser.main(),Chrome 126.0.0.0,,,04-07-2024 16:18:22,04-07-2024 16:18:26,3.592s,PASSED
propertiesPage.loginMenu.main(),Chrome 126.0.0.0,,,04-07-2024 16:18:26,04-07-2024 16:18:29,3.389s,PASSED
appointmentPage.facilitySeoul.menu(),Chrome 126.0.0.0,,,04-07-2024 16:18:29,04-07-2024 16:18:30,1.077s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Apply for Hospital Readmission""))",Chrome 126.0.0.0,,,04-07-2024 16:18:30,04-07-2024 16:18:31,0.359s,PASSED
healthcareProgram.medicaidProgram.main(),Chrome 126.0.0.0,,,04-07-2024 16:18:31,04-07-2024 16:18:31,0.348s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Visit Date""), ""03/08/2024"")",Chrome 126.0.0.0,,,04-07-2024 16:18:31,04-07-2024 16:18:33,1.566s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Comment""), ""I wanna meet dr. Andira"")",Chrome 126.0.0.0,,,04-07-2024 16:18:33,04-07-2024 16:18:34,1.093s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Book Appointment""))",Chrome 126.0.0.0,,,04-07-2024 16:18:34,04-07-2024 16:18:34,0.654s,PASSED
propertiesPage.logoutMenu.main(),Chrome 126.0.0.0,,,04-07-2024 16:18:34,04-07-2024 16:18:36,1.808s,PASSED
,,,,,,,
Test Cases/TC29 - Hongkong appointment using Keywords,Chrome 126.0.0.0,,,04-07-2024 16:18:36,04-07-2024 16:18:50,13.382s,PASSED
propertiesPage.openBrowser.main(),Chrome 126.0.0.0,,,04-07-2024 16:18:36,04-07-2024 16:18:40,3.239s,PASSED
propertiesPage.loginMenu.main(),Chrome 126.0.0.0,,,04-07-2024 16:18:40,04-07-2024 16:18:43,3.404s,PASSED
appointmentPage.facilityHongkong.main(),Chrome 126.0.0.0,,,04-07-2024 16:18:43,04-07-2024 16:18:44,1.161s,PASSED
healthcareProgram.medicareProgram.main(),Chrome 126.0.0.0,,,04-07-2024 16:18:44,04-07-2024 16:18:44,0.351s,PASSED
