Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS03 - Coba,Chrome 126.0.0.0,,,27-06-2024 16:04:52,27-06-2024 16:05:57,1m - 5.002s,FAILED
,,,,,,,
Test Cases/Test Case Properties/TCP01 - Open Browser,Chrome 126.0.0.0,,,27-06-2024 16:04:52,27-06-2024 16:04:57,5.100s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,27-06-2024 16:04:52,27-06-2024 16:04:54,1.922s,PASSED
maximizeWindow(STOP_ON_FAILURE),Chrome 126.0.0.0,,,27-06-2024 16:04:54,27-06-2024 16:04:54,0.074s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,27-06-2024 16:04:54,27-06-2024 16:04:57,2.696s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP02 - Login,Chrome 126.0.0.0,,,27-06-2024 16:05:51,27-06-2024 16:05:52,1.163s,FAILED
"click(findTestObject(""Login page/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 126.0.0.0,,,27-06-2024 16:05:51,27-06-2024 16:05:52,1.117s,FAILED
,,,,,,,
Test Cases/Test Case Properties/TCP03 - Logout,Chrome 126.0.0.0,,,27-06-2024 16:05:56,27-06-2024 16:05:57,1.051s,FAILED
"click(findTestObject(""History check/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Chrome 126.0.0.0,,,27-06-2024 16:05:56,27-06-2024 16:05:57,1.030s,FAILED
