Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS07 - Home button variation,Chrome 126.0.0.0,,,29-06-2024 14:31:36,29-06-2024 14:33:26,1m - 49.962s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP01 - Open Browser,Chrome 126.0.0.0,,,29-06-2024 14:31:36,29-06-2024 14:31:41,4.753s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,29-06-2024 14:31:36,29-06-2024 14:31:38,1.754s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,29-06-2024 14:31:38,29-06-2024 14:31:41,2.725s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP02 - Login,Chrome 126.0.0.0,,,29-06-2024 14:31:41,29-06-2024 14:32:48,1m - 7.114s,PASSED
"click(findTestObject(""Login page/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 126.0.0.0,,,29-06-2024 14:31:41,29-06-2024 14:31:42,0.961s,PASSED
"verifyElementText(findTestObject(""Login menu check/Page_CURA Healthcare Service/h2_Login""), ""Login"")",Chrome 126.0.0.0,,,29-06-2024 14:31:42,29-06-2024 14:31:42,0.476s,PASSED
"setText(findTestObject(""Login page/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 126.0.0.0,,,29-06-2024 14:31:42,29-06-2024 14:32:45,1m - 3.222s,PASSED
"setText(findTestObject(""Login page/Page_CURA Healthcare Service/input_Password_password""), ""ThisIsNotAPassword"")",Chrome 126.0.0.0,,,29-06-2024 14:32:45,29-06-2024 14:32:46,0.821s,PASSED
"click(findTestObject(""Login page/Page_CURA Healthcare Service/button_Login""))",Chrome 126.0.0.0,,,29-06-2024 14:32:46,29-06-2024 14:32:48,1.512s,PASSED
,,,,,,,
Test Cases/TC14 - Home button,Chrome 126.0.0.0,,,29-06-2024 14:32:48,29-06-2024 14:32:52,4.085s,PASSED
"verifyElementPresent(findTestObject(""Homepage of CURA/Page_CURA Healthcare Service/h1_CURA Healthcare Service""), 0)",Chrome 126.0.0.0,,,29-06-2024 14:32:48,29-06-2024 14:32:48,0.434s,PASSED
"click(findTestObject(""CURA menu/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Chrome 126.0.0.0,,,29-06-2024 14:32:48,29-06-2024 14:32:49,0.434s,PASSED
"click(findTestObject(""Login menu check/Page_CURA Healthcare Service/a_Home""))",Chrome 126.0.0.0,,,29-06-2024 14:32:49,29-06-2024 14:32:50,0.798s,PASSED
"verifyElementPresent(findTestObject(""Login menu check/Page_CURA Healthcare Service/h1_CURA Healthcare Service""), 0)",Chrome 126.0.0.0,,,29-06-2024 14:32:50,29-06-2024 14:32:50,0.315s,PASSED
"click(findTestObject(""Login menu check/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Chrome 126.0.0.0,,,29-06-2024 14:32:50,29-06-2024 14:32:50,0.382s,PASSED
"click(findTestObject(""History check/Page_CURA Healthcare Service/a_History""))",Chrome 126.0.0.0,,,29-06-2024 14:32:50,29-06-2024 14:32:51,0.687s,PASSED
"click(findTestObject(""History check/Page_CURA Healthcare Service/a_Go to Homepage""))",Chrome 126.0.0.0,,,29-06-2024 14:32:51,29-06-2024 14:32:52,0.895s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP03 - Logout,Chrome 126.0.0.0,,,29-06-2024 14:32:52,29-06-2024 14:33:26,33.863s,PASSED
"verifyElementText(findTestObject(""Appointment/Page_CURA Healthcare Service/h2_Make Appointment""), ""Make Appointment"")",Chrome 126.0.0.0,,,29-06-2024 14:32:52,29-06-2024 14:32:52,0.344s,PASSED
"click(findTestObject(""History check/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Chrome 126.0.0.0,,,29-06-2024 14:32:52,29-06-2024 14:32:53,0.399s,PASSED
"click(findTestObject(""Log out/Page_CURA Healthcare Service/a_Logout_1""))",Chrome 126.0.0.0,,,29-06-2024 14:32:53,29-06-2024 14:33:25,32.765s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,29-06-2024 14:33:25,29-06-2024 14:33:26,0.284s,PASSED
