Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS03 - Logout variation,Chrome 126.0.0.0,,,29-06-2024 13:55:29,29-06-2024 13:56:47,1m - 17.830s,FAILED
,,,,,,,
Test Cases/Test Case Properties/TCP01 - Open Browser,Chrome 126.0.0.0,,,29-06-2024 13:55:29,29-06-2024 13:55:34,4.695s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,29-06-2024 13:55:29,29-06-2024 13:55:31,1.673s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,29-06-2024 13:55:31,29-06-2024 13:55:34,2.772s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP02 - Login,Chrome 126.0.0.0,,,29-06-2024 13:55:34,29-06-2024 13:56:41,1m - 7.222s,PASSED
"click(findTestObject(""Login page/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 126.0.0.0,,,29-06-2024 13:55:34,29-06-2024 13:55:35,1.086s,PASSED
"verifyElementText(findTestObject(""Login menu check/Page_CURA Healthcare Service/h2_Login""), ""Login"")",Chrome 126.0.0.0,,,29-06-2024 13:55:35,29-06-2024 13:55:36,0.483s,PASSED
"setText(findTestObject(""Login page/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 126.0.0.0,,,29-06-2024 13:55:36,29-06-2024 13:56:39,1m - 3.010s,PASSED
"setText(findTestObject(""Login page/Page_CURA Healthcare Service/input_Password_password""), ""ThisIsNotAPassword"")",Chrome 126.0.0.0,,,29-06-2024 13:56:39,29-06-2024 13:56:39,0.772s,PASSED
"click(findTestObject(""Login page/Page_CURA Healthcare Service/button_Login""))",Chrome 126.0.0.0,,,29-06-2024 13:56:39,29-06-2024 13:56:41,1.698s,PASSED
,,,,,,,
Test Cases/TC13 - Logout via profile menu,Chrome 126.0.0.0,,,29-06-2024 13:56:46,29-06-2024 13:56:47,1.263s,FAILED
"click(findTestObject(""Object Repository/Log out/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""), STOP_ON_FAILURE)",Chrome 126.0.0.0,,,29-06-2024 13:56:46,29-06-2024 13:56:46,0.378s,PASSED
"click(findTestObject(""Log out/Page_CURA Healthcare Service/a_Profile""))",Chrome 126.0.0.0,,,29-06-2024 13:56:46,29-06-2024 13:56:46,0.390s,PASSED
"click(findTestObject(""Log out/Page_CURA Healthcare Service/a_Logout""))",Chrome 126.0.0.0,,,29-06-2024 13:56:46,29-06-2024 13:56:47,0.463s,FAILED
