Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS03 - Logout variation,Chrome 126.0.0.0,,,29-06-2024 14:47:27,29-06-2024 14:48:51,1m - 23.559s,FAILED
,,,,,,,
Test Cases/Test Case Properties/TCP01 - Open browser,Chrome 126.0.0.0,,,29-06-2024 14:47:27,29-06-2024 14:47:32,5.177s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,29-06-2024 14:47:28,29-06-2024 14:47:30,1.868s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,29-06-2024 14:47:30,29-06-2024 14:47:32,2.693s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP02 - Login,Chrome 126.0.0.0,,,29-06-2024 14:48:45,29-06-2024 14:48:46,1.059s,FAILED
"click(findTestObject(""Login page/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 126.0.0.0,,,29-06-2024 14:48:45,29-06-2024 14:48:46,1.048s,FAILED
,,,,,,,
Test Cases/TC13 - Logout via profile menu,Chrome 126.0.0.0,,,29-06-2024 14:48:50,29-06-2024 14:48:51,1.075s,FAILED
"click(findTestObject(""Object Repository/Log out/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Chrome 126.0.0.0,,,29-06-2024 14:48:50,29-06-2024 14:48:51,1.055s,FAILED
