Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS09 - Login using data driven,TestCloud - Windows - Chrome 124.0.0.0,Data driven test,,05-07-2024 09:21:42,05-07-2024 09:26:57,5m - 14.620s,PASSED
,,,,,,,
Test Cases/Properties/TCP01 - Open browser,TestCloud - Windows - Chrome 124.0.0.0,,Helper,05-07-2024 09:21:42,05-07-2024 09:23:03,1m - 20.979s,PASSED
"openBrowser("""")",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:21:43,05-07-2024 09:22:57,1m - 14.440s,PASSED
navigateToUrl(URL),TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:22:57,05-07-2024 09:23:03,6.168s,PASSED
,,,,,,,
Test Cases/TC17 - Login using data driven,TestCloud - Windows - Chrome 124.0.0.0,,Data driven,05-07-2024 09:23:03,05-07-2024 09:23:37,33.399s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Make Appointment""))",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:23:03,05-07-2024 09:23:08,4.026s,PASSED
"loginParameter = ""varibleLogin""",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:23:08,05-07-2024 09:23:08,0.024s,PASSED
"username = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:23:08,05-07-2024 09:23:11,3.293s,PASSED
"password = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:23:11,05-07-2024 09:23:14,2.802s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:23:14,05-07-2024 09:23:21,7.487s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:23:21,05-07-2024 09:23:29,7.490s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Login Button""))",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:23:29,05-07-2024 09:23:34,4.916s,PASSED
"if (username == ""John Doe"" && password == ""ThisIsNotAPassword"")",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:23:34,05-07-2024 09:23:34,0.002s,PASSED
else,TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:23:34,05-07-2024 09:23:37,3.201s,PASSED
,,,,,,,
Test Cases/TC17 - Login using data driven,TestCloud - Windows - Chrome 124.0.0.0,,Data driven,05-07-2024 09:23:37,05-07-2024 09:24:09,32.058s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Make Appointment""))",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:23:37,05-07-2024 09:23:41,3.897s,PASSED
"loginParameter = ""varibleLogin""",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:23:41,05-07-2024 09:23:41,0.015s,PASSED
"username = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:23:41,05-07-2024 09:23:44,3.439s,PASSED
"password = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:23:44,05-07-2024 09:23:47,3.073s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:23:47,05-07-2024 09:23:54,6.743s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:23:54,05-07-2024 09:24:01,6.761s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Login Button""))",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:24:01,05-07-2024 09:24:06,4.934s,PASSED
"if (username == ""John Doe"" && password == ""ThisIsNotAPassword"")",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:24:06,05-07-2024 09:24:06,0.002s,PASSED
else,TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:24:06,05-07-2024 09:24:09,3.117s,PASSED
,,,,,,,
Test Cases/TC17 - Login using data driven,TestCloud - Windows - Chrome 124.0.0.0,,Data driven,05-07-2024 09:24:09,05-07-2024 09:24:41,31.827s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Make Appointment""))",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:24:09,05-07-2024 09:24:12,3.108s,PASSED
"loginParameter = ""varibleLogin""",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:24:12,05-07-2024 09:24:12,0.002s,PASSED
"username = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:24:12,05-07-2024 09:24:15,3.051s,PASSED
"password = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:24:15,05-07-2024 09:24:18,3.194s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:24:18,05-07-2024 09:24:25,6.948s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:24:25,05-07-2024 09:24:33,7.565s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Login Button""))",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:24:33,05-07-2024 09:24:38,4.739s,PASSED
"if (username == ""John Doe"" && password == ""ThisIsNotAPassword"")",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:24:38,05-07-2024 09:24:38,0.000s,PASSED
else,TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:24:38,05-07-2024 09:24:41,3.169s,PASSED
,,,,,,,
Test Cases/TC17 - Login using data driven,TestCloud - Windows - Chrome 124.0.0.0,,Data driven,05-07-2024 09:24:41,05-07-2024 09:25:11,30.523s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Make Appointment""))",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:24:41,05-07-2024 09:24:44,3.092s,PASSED
"loginParameter = ""varibleLogin""",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:24:44,05-07-2024 09:24:44,0.000s,PASSED
"username = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:24:44,05-07-2024 09:24:47,3.218s,PASSED
"password = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:24:47,05-07-2024 09:24:50,2.894s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:24:50,05-07-2024 09:24:57,6.842s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:24:57,05-07-2024 09:25:04,7.167s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Login Button""))",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:25:04,05-07-2024 09:25:08,4.275s,PASSED
"if (username == ""John Doe"" && password == ""ThisIsNotAPassword"")",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:25:08,05-07-2024 09:25:08,0.000s,PASSED
else,TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:25:08,05-07-2024 09:25:11,3.002s,PASSED
,,,,,,,
Test Cases/TC17 - Login using data driven,TestCloud - Windows - Chrome 124.0.0.0,,Data driven,05-07-2024 09:25:11,05-07-2024 09:25:42,30.979s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Make Appointment""))",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:25:11,05-07-2024 09:25:14,3.003s,PASSED
"loginParameter = ""varibleLogin""",TestCloud - Windows - Chrome 124.0.0.0,,,05-07-2024 09:25:14,05-07-2024 09:25:14,0.002s,PASSED
