Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS02 - Appointment check,Chrome 126.0.0.0,,,27-06-2024 14:51:42,27-06-2024 14:52:48,1m - 6.258s,PASSED
,,,,,,,
Test Cases/TC01 - Verify Home Page of CURA,Chrome 126.0.0.0,,,27-06-2024 14:51:42,27-06-2024 14:51:52,10.605s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,27-06-2024 14:51:42,27-06-2024 14:51:44,1.650s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,27-06-2024 14:51:44,27-06-2024 14:51:48,4.176s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/h1_CURA Healthcare Service""), ""CURA Healthcare Service"")",Chrome 126.0.0.0,,,27-06-2024 14:51:48,27-06-2024 14:51:48,0.456s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/h3_We Care About Your Health""), ""We Care About Your Health"")",Chrome 126.0.0.0,,,27-06-2024 14:51:48,27-06-2024 14:51:49,0.345s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/strong_CURA Healthcare Service""), ""CURA Healthcare Service"")",Chrome 126.0.0.0,,,27-06-2024 14:51:49,27-06-2024 14:51:49,0.401s,PASSED
"ExpectedValue = ""Atlanta 550 Pharr Road NE Suite 525
Atlanta, GA 30305""",Chrome 126.0.0.0,,,27-06-2024 14:51:49,27-06-2024 14:51:49,0.003s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/p_Atlanta 550 Pharr Road NE Suite 525Atlant_8f4c85""), ExpectedValue)",Chrome 126.0.0.0,,,27-06-2024 14:51:49,27-06-2024 14:51:49,0.314s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/li_(678) 813-1KMS""), ""(678) 813-1KMS"")",Chrome 126.0.0.0,,,27-06-2024 14:51:49,27-06-2024 14:51:50,0.340s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/li_infokatalon.com""), ""info@katalon.com"")",Chrome 126.0.0.0,,,27-06-2024 14:51:50,27-06-2024 14:51:50,0.334s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/i_infokatalon.com_fa fa-facebook fa-fw fa-3x""))",Chrome 126.0.0.0,,,27-06-2024 14:51:50,27-06-2024 14:51:51,0.392s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/i_infokatalon.com_fa fa-twitter fa-fw fa-3x""))",Chrome 126.0.0.0,,,27-06-2024 14:51:51,27-06-2024 14:51:51,0.373s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/i_infokatalon.com_fa fa-dribbble fa-fw fa-3x""))",Chrome 126.0.0.0,,,27-06-2024 14:51:51,27-06-2024 14:51:51,0.344s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/p_Copyright  CURA Healthcare Service 2024""), ""Copyright © CURA Healthcare Service 2024"")",Chrome 126.0.0.0,,,27-06-2024 14:51:51,27-06-2024 14:51:52,0.347s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 126.0.0.0,,,27-06-2024 14:51:52,27-06-2024 14:51:52,0.353s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,27-06-2024 14:51:52,27-06-2024 14:51:52,0.476s,PASSED
,,,,,,,
Test Cases/TC05 - Appointment Tokyo,Chrome 126.0.0.0,,,27-06-2024 14:51:52,27-06-2024 14:52:12,19.157s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,27-06-2024 14:51:53,27-06-2024 14:51:53,0.697s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,27-06-2024 14:51:53,27-06-2024 14:51:56,2.871s,PASSED
"click(findTestObject(""Object Repository/Appointment Tokyo/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 126.0.0.0,,,27-06-2024 14:51:56,27-06-2024 14:51:57,0.861s,PASSED
"setText(findTestObject(""Object Repository/Appointment Tokyo/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 126.0.0.0,,,27-06-2024 14:51:57,27-06-2024 14:51:58,0.964s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Appointment Tokyo/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 126.0.0.0,,,27-06-2024 14:51:58,27-06-2024 14:51:59,0.556s,PASSED
"click(findTestObject(""Object Repository/Appointment Tokyo/Page_CURA Healthcare Service/button_Login""))",Chrome 126.0.0.0,,,27-06-2024 14:51:59,27-06-2024 14:52:00,0.991s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Appointment Tokyo/Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center        _5b4107""), ""Hongkong CURA Healthcare Center"", true)",Chrome 126.0.0.0,,,27-06-2024 14:52:00,27-06-2024 14:52:01,1.213s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Appointment Tokyo/Page_CURA Healthcare Service/select_Tokyo CURA Healthcare Center        _5b4107""), ""Tokyo CURA Healthcare Center"", true)",Chrome 126.0.0.0,,,27-06-2024 14:52:01,27-06-2024 14:52:02,1.113s,PASSED
"click(findTestObject(""Object Repository/Appointment Tokyo/Page_CURA Healthcare Service/input_Apply for hospital readmission_hospit_63901f""))",Chrome 126.0.0.0,,,27-06-2024 14:52:02,27-06-2024 14:52:02,0.374s,PASSED
"uncheck(findTestObject(""Object Repository/Appointment Tokyo/Page_CURA Healthcare Service/input_Apply for hospital readmission_hospit_63901f""))",Chrome 126.0.0.0,,,27-06-2024 14:52:02,27-06-2024 14:52:03,0.379s,PASSED
"click(findTestObject(""Object Repository/Appointment Tokyo/Page_CURA Healthcare Service/input_None_programs""), CONTINUE_ON_FAILURE)",Chrome 126.0.0.0,,,27-06-2024 14:52:03,27-06-2024 14:52:03,0.505s,PASSED
"click(findTestObject(""Object Repository/Appointment Tokyo/Page_CURA Healthcare Service/input_Medicare_programs""), CONTINUE_ON_FAILURE)",Chrome 126.0.0.0,,,27-06-2024 14:52:03,27-06-2024 14:52:04,0.349s,PASSED
"click(findTestObject(""Appointment Tokyo/Page_CURA Healthcare Service/input_Medicaid_programs""))",Chrome 126.0.0.0,,,27-06-2024 14:52:04,27-06-2024 14:52:04,0.414s,PASSED
"click(findTestObject(""Object Repository/Appointment Tokyo/Page_CURA Healthcare Service/input_Medicare_programs""))",Chrome 126.0.0.0,,,27-06-2024 14:52:04,27-06-2024 14:52:04,0.344s,PASSED
"click(findTestObject(""Object Repository/Appointment Tokyo/Page_CURA Healthcare Service/span_Visit Date (Required)_glyphicon glyphi_cada34""))",Chrome 126.0.0.0,,,27-06-2024 14:52:04,27-06-2024 14:52:05,0.320s,PASSED
"click(findTestObject(""Object Repository/Appointment Tokyo/Page_CURA Healthcare Service/input_Visit Date (Required)_visit_date""))",Chrome 126.0.0.0,,,27-06-2024 14:52:05,27-06-2024 14:52:05,0.547s,PASSED
"click(findTestObject(""Object Repository/Appointment Tokyo/Page_CURA Healthcare Service/td_30""))",Chrome 126.0.0.0,,,27-06-2024 14:52:05,27-06-2024 14:52:06,0.551s,PASSED
"click(findTestObject(""Object Repository/Appointment Tokyo/Page_CURA Healthcare Service/button_Book Appointment""))",Chrome 126.0.0.0,,,27-06-2024 14:52:06,27-06-2024 14:52:07,1.496s,PASSED
"verifyElementText(findTestObject(""Object Repository/Appointment Tokyo/Page_CURA Healthcare Service/h2_Appointment Confirmation""), ""Appointment Confirmation"")",Chrome 126.0.0.0,,,27-06-2024 14:52:07,27-06-2024 14:52:08,0.570s,PASSED
"verifyElementText(findTestObject(""Object Repository/Appointment Tokyo/Page_CURA Healthcare Service/p_Please be informed that your appointment _11813a""), ""Please be informed that your appointment has been booked as following:"")",Chrome 126.0.0.0,,,27-06-2024 14:52:08,27-06-2024 14:52:08,0.353s,PASSED
"verifyElementText(findTestObject(""Object Repository/Appointment Tokyo/Page_CURA Healthcare Service/p_Tokyo CURA Healthcare Center""), ""Tokyo CURA Healthcare Center"")",Chrome 126.0.0.0,,,27-06-2024 14:52:08,27-06-2024 14:52:09,0.338s,PASSED
"verifyElementText(findTestObject(""Object Repository/Appointment Tokyo/Page_CURA Healthcare Service/p_Yes""), ""No"")",Chrome 126.0.0.0,,,27-06-2024 14:52:09,27-06-2024 14:52:09,0.354s,PASSED
"verifyElementText(findTestObject(""Object Repository/Appointment Tokyo/Page_CURA Healthcare Service/p_Medicare""), ""Medicare"")",Chrome 126.0.0.0,,,27-06-2024 14:52:09,27-06-2024 14:52:09,0.345s,PASSED
"verifyElementText(findTestObject(""Object Repository/Appointment Tokyo/Page_CURA Healthcare Service/p_30062024""), ""30/06/2024"")",Chrome 126.0.0.0,,,27-06-2024 14:52:09,27-06-2024 14:52:10,0.337s,PASSED
"verifyElementText(findTestObject(""Object Repository/Appointment Tokyo/Page_CURA Healthcare Service/div_Comment_col-xs-8""), """")",Chrome 126.0.0.0,,,27-06-2024 14:52:10,27-06-2024 14:52:10,0.339s,PASSED
"click(findTestObject(""Object Repository/Appointment Tokyo/Page_CURA Healthcare Service/a_Go to Homepage""))",Chrome 126.0.0.0,,,27-06-2024 14:52:10,27-06-2024 14:52:11,0.735s,PASSED
"verifyElementText(findTestObject(""Object Repository/Appointment Tokyo/Page_CURA Healthcare Service/h1_CURA Healthcare Service""), ""CURA Healthcare Service"")",Chrome 126.0.0.0,,,27-06-2024 14:52:11,27-06-2024 14:52:11,0.355s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,27-06-2024 14:52:11,27-06-2024 14:52:12,0.663s,PASSED
,,,,,,,
Test Cases/TC06 - Appointment Hongkong,Chrome 126.0.0.0,,,27-06-2024 14:52:12,27-06-2024 14:52:31,19.039s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,27-06-2024 14:52:12,27-06-2024 14:52:12,0.646s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,27-06-2024 14:52:12,27-06-2024 14:52:17,4.448s,PASSED
"click(findTestObject(""Object Repository/Appointment Hongkong/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 126.0.0.0,,,27-06-2024 14:52:17,27-06-2024 14:52:18,0.824s,PASSED
"setText(findTestObject(""Object Repository/Appointment Hongkong/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 126.0.0.0,,,27-06-2024 14:52:18,27-06-2024 14:52:19,0.920s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Appointment Hongkong/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 126.0.0.0,,,27-06-2024 14:52:19,27-06-2024 14:52:19,0.467s,PASSED
"click(findTestObject(""Object Repository/Appointment Hongkong/Page_CURA Healthcare Service/button_Login""))",Chrome 126.0.0.0,,,27-06-2024 14:52:19,27-06-2024 14:52:20,1.079s,PASSED
