Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS07 - Home button variation,Edge Chromium 126,,,01-07-2024 11:21:55,01-07-2024 11:23:44,1m - 49.540s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP01 - Open browser,Edge Chromium 126,,,01-07-2024 11:21:55,01-07-2024 11:22:00,4.976s,PASSED
"openBrowser("""")",Edge Chromium 126,,,01-07-2024 11:21:55,01-07-2024 11:21:57,1.726s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Edge Chromium 126,,,01-07-2024 11:21:57,01-07-2024 11:22:00,2.997s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP02 - Login,Edge Chromium 126,,,01-07-2024 11:22:00,01-07-2024 11:23:07,1m - 7.448s,PASSED
"click(findTestObject(""Login page/Page_CURA Healthcare Service/a_Make Appointment""))",Edge Chromium 126,,,01-07-2024 11:22:00,01-07-2024 11:22:01,0.929s,PASSED
"verifyElementText(findTestObject(""Login menu check/Page_CURA Healthcare Service/h2_Login""), ""Login"")",Edge Chromium 126,,,01-07-2024 11:22:01,01-07-2024 11:22:01,0.381s,PASSED
"setText(findTestObject(""Login page/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Edge Chromium 126,,,01-07-2024 11:22:01,01-07-2024 11:23:05,1m - 3.323s,PASSED
"setText(findTestObject(""Login page/Page_CURA Healthcare Service/input_Password_password""), ""ThisIsNotAPassword"")",Edge Chromium 126,,,01-07-2024 11:23:05,01-07-2024 11:23:05,0.836s,PASSED
"click(findTestObject(""Login page/Page_CURA Healthcare Service/button_Login""))",Edge Chromium 126,,,01-07-2024 11:23:05,01-07-2024 11:23:07,1.786s,PASSED
,,,,,,,
Test Cases/TC14 - Home button,Edge Chromium 126,,,01-07-2024 11:23:07,01-07-2024 11:23:11,3.874s,PASSED
"verifyElementPresent(findTestObject(""Homepage of CURA/Page_CURA Healthcare Service/h1_CURA Healthcare Service""), 0)",Edge Chromium 126,,,01-07-2024 11:23:07,01-07-2024 11:23:08,0.347s,PASSED
"click(findTestObject(""CURA menu/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Edge Chromium 126,,,01-07-2024 11:23:08,01-07-2024 11:23:08,0.371s,PASSED
"click(findTestObject(""Login menu check/Page_CURA Healthcare Service/a_Home""))",Edge Chromium 126,,,01-07-2024 11:23:08,01-07-2024 11:23:09,0.793s,PASSED
"verifyElementPresent(findTestObject(""Login menu check/Page_CURA Healthcare Service/h1_CURA Healthcare Service""), 0)",Edge Chromium 126,,,01-07-2024 11:23:09,01-07-2024 11:23:09,0.334s,PASSED
"click(findTestObject(""Login menu check/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Edge Chromium 126,,,01-07-2024 11:23:09,01-07-2024 11:23:09,0.380s,PASSED
"click(findTestObject(""History check/Page_CURA Healthcare Service/a_History""))",Edge Chromium 126,,,01-07-2024 11:23:09,01-07-2024 11:23:10,0.859s,PASSED
"click(findTestObject(""History check/Page_CURA Healthcare Service/a_Go to Homepage""))",Edge Chromium 126,,,01-07-2024 11:23:10,01-07-2024 11:23:11,0.728s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP03 - Logout,Edge Chromium 126,,,01-07-2024 11:23:11,01-07-2024 11:23:44,33.046s,PASSED
"verifyElementText(findTestObject(""Appointment/Page_CURA Healthcare Service/h2_Make Appointment""), ""Make Appointment"")",Edge Chromium 126,,,01-07-2024 11:23:11,01-07-2024 11:23:11,0.309s,PASSED
"click(findTestObject(""History check/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Edge Chromium 126,,,01-07-2024 11:23:11,01-07-2024 11:23:12,0.387s,PASSED
"click(findTestObject(""Log out/Page_CURA Healthcare Service/a_Logout_1""))",Edge Chromium 126,,,01-07-2024 11:23:12,01-07-2024 11:23:43,31.674s,PASSED
closeBrowser(),Edge Chromium 126,,,01-07-2024 11:23:43,01-07-2024 11:23:44,0.625s,PASSED
