Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS07 - Home button variation,Edge Chromium 126,,,02-07-2024 13:58:55,02-07-2024 13:59:11,16.117s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP01 - Open browser,Edge Chromium 126,,,02-07-2024 13:58:56,02-07-2024 13:59:01,5.056s,PASSED
"openBrowser("""")",Edge Chromium 126,,,02-07-2024 13:58:56,02-07-2024 13:58:58,1.988s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Edge Chromium 126,,,02-07-2024 13:58:58,02-07-2024 13:59:01,2.832s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP02 - Login,Edge Chromium 126,,,02-07-2024 13:59:01,02-07-2024 13:59:05,4.359s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Make Appointment""))",Edge Chromium 126,,,02-07-2024 13:59:01,02-07-2024 13:59:02,0.912s,PASSED
"verifyElementText(findTestObject(""2. CURA Test Object (Verify parameter)/Login Text""), ""Login"")",Edge Chromium 126,,,02-07-2024 13:59:02,02-07-2024 13:59:02,0.536s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), ""John Doe"")",Edge Chromium 126,,,02-07-2024 13:59:02,02-07-2024 13:59:03,0.948s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), ""ThisIsNotAPassword"")",Edge Chromium 126,,,02-07-2024 13:59:03,02-07-2024 13:59:04,0.798s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Login Button""))",Edge Chromium 126,,,02-07-2024 13:59:04,02-07-2024 13:59:05,1.026s,PASSED
,,,,,,,
Test Cases/TC14 - Home button,Edge Chromium 126,,,02-07-2024 13:59:05,02-07-2024 13:59:09,4.146s,PASSED
"verifyElementPresent(findTestObject(""9. Homepage of CURA/Page_CURA Healthcare Service/h1_CURA Healthcare Service""), 0)",Edge Chromium 126,,,02-07-2024 13:59:05,02-07-2024 13:59:05,0.338s,PASSED
"click(findTestObject(""6. CURA menu/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Edge Chromium 126,,,02-07-2024 13:59:05,02-07-2024 13:59:06,0.432s,PASSED
"click(findTestObject(""11. Login menu check/Page_CURA Healthcare Service/a_Home""))",Edge Chromium 126,,,02-07-2024 13:59:06,02-07-2024 13:59:07,0.714s,PASSED
"verifyElementPresent(findTestObject(""11. Login menu check/Page_CURA Healthcare Service/h1_CURA Healthcare Service""), 0)",Edge Chromium 126,,,02-07-2024 13:59:07,02-07-2024 13:59:07,0.312s,PASSED
"click(findTestObject(""11. Login menu check/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Edge Chromium 126,,,02-07-2024 13:59:07,02-07-2024 13:59:07,0.443s,PASSED
"click(findTestObject(""8. History check/Page_CURA Healthcare Service/a_History""))",Edge Chromium 126,,,02-07-2024 13:59:07,02-07-2024 13:59:08,0.832s,PASSED
"click(findTestObject(""8. History check/Page_CURA Healthcare Service/a_Go to Homepage""))",Edge Chromium 126,,,02-07-2024 13:59:08,02-07-2024 13:59:09,0.969s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP03 - Logout,Edge Chromium 126,,,02-07-2024 13:59:09,02-07-2024 13:59:11,2.290s,PASSED
"verifyElementText(findTestObject(""2. CURA Test Object (Verify parameter)/Make Appointment Text""), ""Make Appointment"")",Edge Chromium 126,,,02-07-2024 13:59:09,02-07-2024 13:59:10,0.338s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Menu""))",Edge Chromium 126,,,02-07-2024 13:59:10,02-07-2024 13:59:10,0.393s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Logout""))",Edge Chromium 126,,,02-07-2024 13:59:10,02-07-2024 13:59:11,1.167s,PASSED
closeBrowser(),Edge Chromium 126,,,02-07-2024 13:59:11,02-07-2024 13:59:11,0.312s,PASSED
