Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS03 - Logout variation,Chrome 126.0.0.0,,,29-06-2024 13:35:57,29-06-2024 13:36:35,38.556s,FAILED
,,,,,,,
Test Cases/Test Case Properties/TCP01 - Open Browser,Chrome 126.0.0.0,,,29-06-2024 13:35:57,29-06-2024 13:36:02,4.755s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,29-06-2024 13:35:57,29-06-2024 13:35:59,1.617s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,29-06-2024 13:35:59,29-06-2024 13:36:02,2.911s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP02 - Login,Chrome 126.0.0.0,,,29-06-2024 13:36:17,29-06-2024 13:36:18,1.046s,FAILED
"click(findTestObject(""Login page/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 126.0.0.0,,,29-06-2024 13:36:17,29-06-2024 13:36:18,1.038s,FAILED
,,,,,,,
Test Cases/TC12 - Logout via button toggle,Chrome 126.0.0.0,,,29-06-2024 13:36:21,29-06-2024 13:36:22,1.048s,FAILED
"click(findTestObject(""Object Repository/Log out/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""), STOP_ON_FAILURE)",Chrome 126.0.0.0,,,29-06-2024 13:36:21,29-06-2024 13:36:22,1.041s,FAILED
,,,,,,,
Test Cases/Test Case Properties/TCP02 - Login,Chrome 126.0.0.0,,,29-06-2024 13:36:26,29-06-2024 13:36:27,1.120s,FAILED
"click(findTestObject(""Login page/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 126.0.0.0,,,29-06-2024 13:36:26,29-06-2024 13:36:27,1.074s,FAILED
,,,,,,,
Test Cases/TC13 - Logout via profile menu,Chrome 126.0.0.0,,,29-06-2024 13:36:30,29-06-2024 13:36:31,1.052s,FAILED
"click(findTestObject(""Object Repository/Log out/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""), STOP_ON_FAILURE)",Chrome 126.0.0.0,,,29-06-2024 13:36:30,29-06-2024 13:36:31,1.045s,FAILED
,,,,,,,
Test Cases/Test Case Properties/TCP03 - Logout,Chrome 126.0.0.0,,,29-06-2024 13:36:34,29-06-2024 13:36:35,1.052s,FAILED
"verifyElementText(findTestObject(""Appointment/Page_CURA Healthcare Service/h2_Make Appointment""), ""Make Appointment"")",Chrome 126.0.0.0,,,29-06-2024 13:36:34,29-06-2024 13:36:35,1.045s,FAILED
