Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS07 - Home button variation,Chrome 126.0.0.0,,,29-06-2024 14:11:31,29-06-2024 14:12:47,1m - 15.399s,FAILED
,,,,,,,
Test Cases/Test Case Properties/TCP01 - Open Browser,Chrome 126.0.0.0,,,29-06-2024 14:11:31,29-06-2024 14:11:36,4.938s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,29-06-2024 14:11:32,29-06-2024 14:11:34,1.576s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,29-06-2024 14:11:34,29-06-2024 14:11:36,2.924s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP02 - Login,Chrome 126.0.0.0,,,29-06-2024 14:12:41,29-06-2024 14:12:42,1.039s,FAILED
"click(findTestObject(""Login page/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 126.0.0.0,,,29-06-2024 14:12:41,29-06-2024 14:12:42,1.030s,FAILED
,,,,,,,
Test Cases/TC14 - Home button,Chrome 126.0.0.0,,,29-06-2024 14:12:42,29-06-2024 14:12:42,0.037s,FAILED
"verifyElementPresent(findTestObject(""Homepage of CURA/Page_CURA Healthcare Service/h1_CURA Healthcare Service""), 0)",Chrome 126.0.0.0,,,29-06-2024 14:12:42,29-06-2024 14:12:42,0.021s,FAILED
,,,,,,,
Test Cases/Test Case Properties/TCP03 - Logout,Chrome 126.0.0.0,,,29-06-2024 14:12:45,29-06-2024 14:12:47,1.096s,FAILED
"verifyElementText(findTestObject(""Appointment/Page_CURA Healthcare Service/h2_Make Appointment""), ""Make Appointment"")",Chrome 126.0.0.0,,,29-06-2024 14:12:45,29-06-2024 14:12:45,0.000s,NOT_RUN
"click(findTestObject(""History check/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Chrome 126.0.0.0,,,29-06-2024 14:12:45,29-06-2024 14:12:46,1.040s,FAILED
