Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS09 - Login using data driven,Chrome 126.0.0.0,,,04-07-2024 10:34:05,04-07-2024 10:35:10,1m - 5.280s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP01 - Open browser,Chrome 126.0.0.0,,,04-07-2024 10:34:05,04-07-2024 10:34:10,5.371s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,04-07-2024 10:34:05,04-07-2024 10:34:07,1.733s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,04-07-2024 10:34:07,04-07-2024 10:34:10,3.294s,PASSED
,,,,,,,
Test Cases/TC17 - Login using data driven,Chrome 126.0.0.0,,Regression,04-07-2024 10:34:11,04-07-2024 10:34:16,5.139s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Make Appointment""))",Chrome 126.0.0.0,,,04-07-2024 10:34:11,04-07-2024 10:34:12,1.066s,PASSED
"loginParameter = ""varibleLogin""",Chrome 126.0.0.0,,,04-07-2024 10:34:12,04-07-2024 10:34:12,0.007s,PASSED
"username = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",Chrome 126.0.0.0,,,04-07-2024 10:34:12,04-07-2024 10:34:12,0.371s,PASSED
"password = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",Chrome 126.0.0.0,,,04-07-2024 10:34:12,04-07-2024 10:34:13,0.352s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",Chrome 126.0.0.0,,,04-07-2024 10:34:13,04-07-2024 10:34:13,0.839s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",Chrome 126.0.0.0,,,04-07-2024 10:34:13,04-07-2024 10:34:14,0.781s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Login Button""))",Chrome 126.0.0.0,,,04-07-2024 10:34:14,04-07-2024 10:34:15,1.121s,PASSED
"if (username == ""John Doe"" && password == ""ThisIsNotAPassword"")",Chrome 126.0.0.0,,,04-07-2024 10:34:15,04-07-2024 10:34:15,0.002s,PASSED
else,Chrome 126.0.0.0,,,04-07-2024 10:34:15,04-07-2024 10:34:16,0.422s,PASSED
,,,,,,,
Test Cases/TC17 - Login using data driven,Chrome 126.0.0.0,,Regression,04-07-2024 10:34:16,04-07-2024 10:34:20,4.080s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Make Appointment""))",Chrome 126.0.0.0,,,04-07-2024 10:34:16,04-07-2024 10:34:16,0.403s,PASSED
"loginParameter = ""varibleLogin""",Chrome 126.0.0.0,,,04-07-2024 10:34:16,04-07-2024 10:34:16,0.001s,PASSED
"username = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",Chrome 126.0.0.0,,,04-07-2024 10:34:16,04-07-2024 10:34:16,0.342s,PASSED
"password = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",Chrome 126.0.0.0,,,04-07-2024 10:34:16,04-07-2024 10:34:17,0.336s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",Chrome 126.0.0.0,,,04-07-2024 10:34:17,04-07-2024 10:34:17,0.673s,PASSED
