Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS11 - Tokyo appointment using data driven,Chrome 126.0.0.0,,,03-07-2024 09:13:07,03-07-2024 09:13:50,42.928s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP01 - Open browser,Chrome 126.0.0.0,,,03-07-2024 09:13:07,03-07-2024 09:13:12,4.779s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,03-07-2024 09:13:08,03-07-2024 09:13:09,1.649s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,03-07-2024 09:13:09,03-07-2024 09:13:12,2.861s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP02 - Login,Chrome 126.0.0.0,,,03-07-2024 09:13:12,03-07-2024 09:13:17,4.357s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Make Appointment""))",Chrome 126.0.0.0,,,03-07-2024 09:13:12,03-07-2024 09:13:13,1.066s,PASSED
"verifyElementText(findTestObject(""2. CURA Test Object (Verify parameter)/Login Text""), ""Login"")",Chrome 126.0.0.0,,,03-07-2024 09:13:13,03-07-2024 09:13:14,0.453s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), ""John Doe"")",Chrome 126.0.0.0,,,03-07-2024 09:13:14,03-07-2024 09:13:15,0.853s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), ""ThisIsNotAPassword"")",Chrome 126.0.0.0,,,03-07-2024 09:13:15,03-07-2024 09:13:15,0.753s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Login Button""))",Chrome 126.0.0.0,,,03-07-2024 09:13:15,03-07-2024 09:13:17,1.079s,PASSED
,,,,,,,
Test Cases/TC19 - Tokyo Appointment using data driven,Chrome 126.0.0.0,,,03-07-2024 09:13:17,03-07-2024 09:13:24,7.460s,PASSED
"selectOptionByValue(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Facility""), facilityBook, true, CONTINUE_ON_FAILURE)",Chrome 126.0.0.0,,,03-07-2024 09:13:17,03-07-2024 09:13:18,1.088s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Apply for Hospital Readmission""))",Chrome 126.0.0.0,,,03-07-2024 09:13:18,03-07-2024 09:13:18,0.388s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/None""))",Chrome 126.0.0.0,,,03-07-2024 09:13:18,03-07-2024 09:13:19,0.394s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Visit Date""))",Chrome 126.0.0.0,,,03-07-2024 09:13:19,03-07-2024 09:13:19,0.777s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Visit Date""), visitDateBook)",Chrome 126.0.0.0,,,03-07-2024 09:13:19,03-07-2024 09:13:21,1.555s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Comment""), commentBook)",Chrome 126.0.0.0,,,03-07-2024 09:13:21,03-07-2024 09:13:22,0.944s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Book Appointment""))",Chrome 126.0.0.0,,,03-07-2024 09:13:22,03-07-2024 09:13:23,0.693s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Menu""))",Chrome 126.0.0.0,,,03-07-2024 09:13:23,03-07-2024 09:13:23,0.367s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Home""))",Chrome 126.0.0.0,,,03-07-2024 09:13:23,03-07-2024 09:13:24,0.736s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Make Appointment""))",Chrome 126.0.0.0,,,03-07-2024 09:13:24,03-07-2024 09:13:24,0.387s,PASSED
,,,,,,,
Test Cases/TC19 - Tokyo Appointment using data driven,Chrome 126.0.0.0,,,03-07-2024 09:13:24,03-07-2024 09:13:32,7.920s,PASSED
"selectOptionByValue(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Facility""), facilityBook, true, CONTINUE_ON_FAILURE)",Chrome 126.0.0.0,,,03-07-2024 09:13:24,03-07-2024 09:13:25,1.277s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Apply for Hospital Readmission""))",Chrome 126.0.0.0,,,03-07-2024 09:13:25,03-07-2024 09:13:26,0.348s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/None""))",Chrome 126.0.0.0,,,03-07-2024 09:13:26,03-07-2024 09:13:26,0.380s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Visit Date""))",Chrome 126.0.0.0,,,03-07-2024 09:13:26,03-07-2024 09:13:27,0.738s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Visit Date""), visitDateBook)",Chrome 126.0.0.0,,,03-07-2024 09:13:27,03-07-2024 09:13:29,1.696s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Comment""), commentBook)",Chrome 126.0.0.0,,,03-07-2024 09:13:29,03-07-2024 09:13:30,1.074s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Book Appointment""))",Chrome 126.0.0.0,,,03-07-2024 09:13:30,03-07-2024 09:13:30,0.657s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Menu""))",Chrome 126.0.0.0,,,03-07-2024 09:13:30,03-07-2024 09:13:31,0.514s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Home""))",Chrome 126.0.0.0,,,03-07-2024 09:13:31,03-07-2024 09:13:32,0.781s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Make Appointment""))",Chrome 126.0.0.0,,,03-07-2024 09:13:32,03-07-2024 09:13:32,0.394s,PASSED
,,,,,,,
Test Cases/TC19 - Tokyo Appointment using data driven,Chrome 126.0.0.0,,,03-07-2024 09:13:32,03-07-2024 09:13:40,7.637s,PASSED
