Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS01 - Login and Logout,Chrome 126.0.0.0,,,27-06-2024 16:22:01,27-06-2024 16:25:10,3m - 9.497s,PASSED
,,,,,,,
Test Cases/TC01 - Verify Home Page of CURA,Chrome 126.0.0.0,,,27-06-2024 16:22:01,27-06-2024 16:22:12,10.540s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,27-06-2024 16:22:02,27-06-2024 16:22:04,1.971s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,27-06-2024 16:22:04,27-06-2024 16:22:05,1.265s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/h1_CURA Healthcare Service""), ""CURA Healthcare Service"")",Chrome 126.0.0.0,,,27-06-2024 16:22:05,27-06-2024 16:22:07,2.282s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/h3_We Care About Your Health""), ""We Care About Your Health"")",Chrome 126.0.0.0,,,27-06-2024 16:22:07,27-06-2024 16:22:08,0.349s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/strong_CURA Healthcare Service""), ""CURA Healthcare Service"")",Chrome 126.0.0.0,,,27-06-2024 16:22:08,27-06-2024 16:22:08,0.411s,PASSED
"ExpectedValue = ""Atlanta 550 Pharr Road NE Suite 525
Atlanta, GA 30305""",Chrome 126.0.0.0,,,27-06-2024 16:22:08,27-06-2024 16:22:08,0.002s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/p_Atlanta 550 Pharr Road NE Suite 525Atlant_8f4c85""), ExpectedValue)",Chrome 126.0.0.0,,,27-06-2024 16:22:08,27-06-2024 16:22:08,0.317s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/li_(678) 813-1KMS""), ""(678) 813-1KMS"")",Chrome 126.0.0.0,,,27-06-2024 16:22:08,27-06-2024 16:22:09,0.372s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/li_infokatalon.com""), ""info@katalon.com"")",Chrome 126.0.0.0,,,27-06-2024 16:22:09,27-06-2024 16:22:09,0.329s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/i_infokatalon.com_fa fa-facebook fa-fw fa-3x""))",Chrome 126.0.0.0,,,27-06-2024 16:22:09,27-06-2024 16:22:09,0.361s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/i_infokatalon.com_fa fa-twitter fa-fw fa-3x""))",Chrome 126.0.0.0,,,27-06-2024 16:22:09,27-06-2024 16:22:10,0.350s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/i_infokatalon.com_fa fa-dribbble fa-fw fa-3x""))",Chrome 126.0.0.0,,,27-06-2024 16:22:10,27-06-2024 16:22:10,0.335s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/p_Copyright  CURA Healthcare Service 2024""), ""Copyright © CURA Healthcare Service 2024"")",Chrome 126.0.0.0,,,27-06-2024 16:22:10,27-06-2024 16:22:10,0.343s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 126.0.0.0,,,27-06-2024 16:22:10,27-06-2024 16:22:11,0.335s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,27-06-2024 16:22:11,27-06-2024 16:22:12,0.789s,PASSED
,,,,,,,
Test Cases/TC02 - Login normally,Chrome 126.0.0.0,,,27-06-2024 16:22:12,27-06-2024 16:23:58,1m - 46.845s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,27-06-2024 16:22:12,27-06-2024 16:22:13,0.871s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,27-06-2024 16:22:13,27-06-2024 16:22:15,2.781s,PASSED
delay(2),Chrome 126.0.0.0,,,27-06-2024 16:22:15,27-06-2024 16:22:17,2.048s,PASSED
takeFullPageScreenshot(),Chrome 126.0.0.0,,,27-06-2024 16:22:17,27-06-2024 16:22:19,1.234s,PASSED
"click(findTestObject(""Object Repository/Login page/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 126.0.0.0,,,27-06-2024 16:22:19,27-06-2024 16:22:20,0.922s,PASSED
"click(findTestObject(""Object Repository/Login page/Page_CURA Healthcare Service/input_Username_username""))",Chrome 126.0.0.0,,,27-06-2024 16:22:20,27-06-2024 16:22:51,31.725s,PASSED
"setText(findTestObject(""Object Repository/Login page/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 126.0.0.0,,,27-06-2024 16:22:51,27-06-2024 16:23:54,1m - 2.937s,PASSED
