Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS01 - Login and Logout,Chrome 126.0.0.0,,,29-06-2024 12:40:16,29-06-2024 12:43:58,3m - 42.003s,PASSED
,,,,,,,
Test Cases/TC01 - Verify Home Page of CURA,Chrome 126.0.0.0,,,29-06-2024 12:40:17,29-06-2024 12:40:29,12.354s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,29-06-2024 12:40:17,29-06-2024 12:40:19,1.949s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,29-06-2024 12:40:19,29-06-2024 12:40:23,4.429s,PASSED
"takeScreenshotAsCheckpoint(""CURA Homepage"")",Chrome 126.0.0.0,,,29-06-2024 12:40:23,29-06-2024 12:40:25,1.259s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/h1_CURA Healthcare Service""), ""CURA Healthcare Service"")",Chrome 126.0.0.0,,,29-06-2024 12:40:25,29-06-2024 12:40:25,0.429s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/h3_We Care About Your Health""), ""We Care About Your Health"")",Chrome 126.0.0.0,,,29-06-2024 12:40:25,29-06-2024 12:40:25,0.307s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/strong_CURA Healthcare Service""), ""CURA Healthcare Service"")",Chrome 126.0.0.0,,,29-06-2024 12:40:25,29-06-2024 12:40:26,0.338s,PASSED
"ExpectedValue = ""Atlanta 550 Pharr Road NE Suite 525
Atlanta, GA 30305""",Chrome 126.0.0.0,,,29-06-2024 12:40:26,29-06-2024 12:40:26,0.001s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/p_Atlanta 550 Pharr Road NE Suite 525Atlant_8f4c85""), ExpectedValue)",Chrome 126.0.0.0,,,29-06-2024 12:40:26,29-06-2024 12:40:26,0.341s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/li_(678) 813-1KMS""), ""(678) 813-1KMS"")",Chrome 126.0.0.0,,,29-06-2024 12:40:26,29-06-2024 12:40:26,0.319s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/li_infokatalon.com""), ""info@katalon.com"")",Chrome 126.0.0.0,,,29-06-2024 12:40:26,29-06-2024 12:40:27,0.386s,PASSED
