Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS02 - Appointment check,Chrome 126.0.0.0,,,28-06-2024 13:52:33,28-06-2024 13:54:25,1m - 51.523s,PASSED
,,,,,,,
Test Cases/TC01 - Verify Home Page of CURA,Chrome 126.0.0.0,,,28-06-2024 13:52:33,28-06-2024 13:52:43,9.413s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,28-06-2024 13:52:34,28-06-2024 13:52:35,1.517s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,28-06-2024 13:52:35,28-06-2024 13:52:38,2.634s,PASSED
"takeScreenshotAsCheckpoint(""CURA Homepage"")",Chrome 126.0.0.0,,,28-06-2024 13:52:38,28-06-2024 13:52:39,0.865s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/h1_CURA Healthcare Service""), ""CURA Healthcare Service"")",Chrome 126.0.0.0,,,28-06-2024 13:52:39,28-06-2024 13:52:39,0.496s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/h3_We Care About Your Health""), ""We Care About Your Health"")",Chrome 126.0.0.0,,,28-06-2024 13:52:39,28-06-2024 13:52:40,0.317s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/strong_CURA Healthcare Service""), ""CURA Healthcare Service"")",Chrome 126.0.0.0,,,28-06-2024 13:52:40,28-06-2024 13:52:40,0.329s,PASSED
"ExpectedValue = ""Atlanta 550 Pharr Road NE Suite 525
Atlanta, GA 30305""",Chrome 126.0.0.0,,,28-06-2024 13:52:40,28-06-2024 13:52:40,0.006s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/p_Atlanta 550 Pharr Road NE Suite 525Atlant_8f4c85""), ExpectedValue)",Chrome 126.0.0.0,,,28-06-2024 13:52:40,28-06-2024 13:52:40,0.329s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/li_(678) 813-1KMS""), ""(678) 813-1KMS"")",Chrome 126.0.0.0,,,28-06-2024 13:52:40,28-06-2024 13:52:41,0.321s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/li_infokatalon.com""), ""info@katalon.com"")",Chrome 126.0.0.0,,,28-06-2024 13:52:41,28-06-2024 13:52:41,0.348s,PASSED
