Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS03 - Coba,Chrome 126.0.0.0,,,27-06-2024 16:08:21,27-06-2024 16:08:46,25.400s,FAILED
,,,,,,,
Test Cases/Test Case Properties/TCP01 - Open Browser,Chrome 126.0.0.0,,,27-06-2024 16:08:21,27-06-2024 16:08:27,5.356s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,27-06-2024 16:08:22,27-06-2024 16:08:24,2.041s,PASSED
maximizeWindow(STOP_ON_FAILURE),Chrome 126.0.0.0,,,27-06-2024 16:08:24,27-06-2024 16:08:24,0.086s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,27-06-2024 16:08:24,27-06-2024 16:08:27,3.019s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP02 - Login,Chrome 126.0.0.0,,,27-06-2024 16:08:41,27-06-2024 16:08:42,1.217s,FAILED
"click(findTestObject(""Login page/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 126.0.0.0,,,27-06-2024 16:08:41,27-06-2024 16:08:42,1.118s,FAILED
,,,,,,,
Test Cases/Test Case Properties/TCP03 - Logout,Chrome 126.0.0.0,,,27-06-2024 16:08:45,27-06-2024 16:08:46,1.075s,FAILED
"click(findTestObject(""History check/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Chrome 126.0.0.0,,,27-06-2024 16:08:45,27-06-2024 16:08:46,1.038s,FAILED
