Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS09 - Login using data driven,Chrome 126.0.0.0,,,02-07-2024 11:27:03,02-07-2024 11:28:45,1m - 42.555s,FAILED
,,,,,,,
Test Cases/Test Case Properties/TCP01 - Open browser,Chrome 126.0.0.0,,,02-07-2024 11:27:03,02-07-2024 11:27:08,5.083s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 11:27:03,02-07-2024 11:27:05,1.940s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,02-07-2024 11:27:05,02-07-2024 11:27:08,2.783s,PASSED
,,,,,,,
Test Cases/TC17 - Login using data driven,Chrome 126.0.0.0,,,02-07-2024 11:27:13,02-07-2024 11:27:14,1.249s,FAILED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Make Appointment""))",Chrome 126.0.0.0,,,02-07-2024 11:27:13,02-07-2024 11:27:13,0.366s,PASSED
"loginParameter = ""varibleLogin""",Chrome 126.0.0.0,,,02-07-2024 11:27:13,02-07-2024 11:27:13,0.000s,PASSED
"Username = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), ""username"")",Chrome 126.0.0.0,,,02-07-2024 11:27:13,02-07-2024 11:27:13,0.348s,PASSED
"Password = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), ""password"")",Chrome 126.0.0.0,,,02-07-2024 11:27:13,02-07-2024 11:27:14,0.322s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",Chrome 126.0.0.0,,,02-07-2024 11:27:14,02-07-2024 11:27:14,0.179s,FAILED
,,,,,,,
Test Cases/TC17 - Login using data driven,Chrome 126.0.0.0,,,02-07-2024 11:27:18,02-07-2024 11:27:19,1.147s,FAILED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Make Appointment""))",Chrome 126.0.0.0,,,02-07-2024 11:27:18,02-07-2024 11:27:18,0.332s,PASSED
"loginParameter = ""varibleLogin""",Chrome 126.0.0.0,,,02-07-2024 11:27:18,02-07-2024 11:27:18,0.001s,PASSED
"Username = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), ""username"")",Chrome 126.0.0.0,,,02-07-2024 11:27:18,02-07-2024 11:27:18,0.307s,PASSED
"Password = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), ""password"")",Chrome 126.0.0.0,,,02-07-2024 11:27:18,02-07-2024 11:27:19,0.335s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",Chrome 126.0.0.0,,,02-07-2024 11:27:19,02-07-2024 11:27:19,0.150s,FAILED
,,,,,,,
Test Cases/TC17 - Login using data driven,Chrome 126.0.0.0,,,02-07-2024 11:27:22,02-07-2024 11:27:24,1.305s,FAILED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Make Appointment""))",Chrome 126.0.0.0,,,02-07-2024 11:27:22,02-07-2024 11:27:23,0.452s,PASSED
"loginParameter = ""varibleLogin""",Chrome 126.0.0.0,,,02-07-2024 11:27:23,02-07-2024 11:27:23,0.000s,PASSED
"Username = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), ""username"")",Chrome 126.0.0.0,,,02-07-2024 11:27:23,02-07-2024 11:27:23,0.306s,PASSED
"Password = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), ""password"")",Chrome 126.0.0.0,,,02-07-2024 11:27:23,02-07-2024 11:27:23,0.312s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",Chrome 126.0.0.0,,,02-07-2024 11:27:23,02-07-2024 11:27:24,0.213s,FAILED
,,,,,,,
Test Cases/TC17 - Login using data driven,Chrome 126.0.0.0,,,02-07-2024 11:27:27,02-07-2024 11:27:28,1.073s,FAILED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Make Appointment""))",Chrome 126.0.0.0,,,02-07-2024 11:27:27,02-07-2024 11:27:27,0.302s,PASSED
"loginParameter = ""varibleLogin""",Chrome 126.0.0.0,,,02-07-2024 11:27:27,02-07-2024 11:27:27,0.001s,PASSED
"Username = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), ""username"")",Chrome 126.0.0.0,,,02-07-2024 11:27:27,02-07-2024 11:27:28,0.317s,PASSED
