Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS03 - Coba,Chrome 126.0.0.0,,,27-06-2024 16:13:49,27-06-2024 16:15:03,1m - 14.263s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP01 - Open Browser,Chrome 126.0.0.0,,,27-06-2024 16:13:49,27-06-2024 16:13:54,4.800s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,27-06-2024 16:13:50,27-06-2024 16:13:51,1.645s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,27-06-2024 16:13:51,27-06-2024 16:13:54,2.709s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP02 - Login,Chrome 126.0.0.0,,,27-06-2024 16:13:54,27-06-2024 16:15:01,1m - 7.070s,PASSED
"click(findTestObject(""Login page/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 126.0.0.0,,,27-06-2024 16:13:54,27-06-2024 16:13:55,0.812s,PASSED
"verifyElementText(findTestObject(""Login menu check/Page_CURA Healthcare Service/h2_Login""), ""Login"")",Chrome 126.0.0.0,,,27-06-2024 16:13:55,27-06-2024 16:13:55,0.488s,PASSED
"setText(findTestObject(""Login page/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 126.0.0.0,,,27-06-2024 16:13:55,27-06-2024 16:14:59,1m - 3.269s,PASSED
"setText(findTestObject(""Login page/Page_CURA Healthcare Service/input_Password_password""), ""ThisIsNotAPassword"")",Chrome 126.0.0.0,,,27-06-2024 16:14:59,27-06-2024 16:14:59,0.732s,PASSED
"click(findTestObject(""Login page/Page_CURA Healthcare Service/button_Login""))",Chrome 126.0.0.0,,,27-06-2024 16:14:59,27-06-2024 16:15:01,1.607s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP03 - Logout,Chrome 126.0.0.0,,,27-06-2024 16:15:01,27-06-2024 16:15:03,2.141s,PASSED
"verifyElementText(findTestObject(""Appointment/Page_CURA Healthcare Service/h2_Make Appointment""), ""Make Appointment"")",Chrome 126.0.0.0,,,27-06-2024 16:15:01,27-06-2024 16:15:01,0.322s,PASSED
"click(findTestObject(""History check/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Chrome 126.0.0.0,,,27-06-2024 16:15:01,27-06-2024 16:15:02,0.409s,PASSED
"click(findTestObject(""Log out/Page_CURA Healthcare Service/a_Logout""))",Chrome 126.0.0.0,,,27-06-2024 16:15:02,27-06-2024 16:15:03,0.958s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,27-06-2024 16:15:03,27-06-2024 16:15:03,0.328s,PASSED
