Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS09 - Login using data driven,Chrome 126.0.0.0,,,03-07-2024 11:18:20,03-07-2024 11:19:20,1m - 0.465s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP01 - Open browser,Chrome 126.0.0.0,,,03-07-2024 11:18:20,03-07-2024 11:18:25,5.316s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,03-07-2024 11:18:20,03-07-2024 11:18:23,2.323s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,03-07-2024 11:18:23,03-07-2024 11:18:25,2.777s,PASSED
,,,,,,,
Test Cases/TC17 - Login using data driven,Chrome 126.0.0.0,,Regression,03-07-2024 11:18:25,03-07-2024 11:18:31,5.293s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Make Appointment""))",Chrome 126.0.0.0,,,03-07-2024 11:18:26,03-07-2024 11:18:27,1.020s,PASSED
"loginParameter = ""varibleLogin""",Chrome 126.0.0.0,,,03-07-2024 11:18:27,03-07-2024 11:18:27,0.004s,PASSED
"username = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",Chrome 126.0.0.0,,,03-07-2024 11:18:27,03-07-2024 11:18:27,0.403s,PASSED
"password = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",Chrome 126.0.0.0,,,03-07-2024 11:18:27,03-07-2024 11:18:28,0.352s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",Chrome 126.0.0.0,,,03-07-2024 11:18:28,03-07-2024 11:18:28,0.856s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",Chrome 126.0.0.0,,,03-07-2024 11:18:28,03-07-2024 11:18:29,0.772s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Login Button""))",Chrome 126.0.0.0,,,03-07-2024 11:18:29,03-07-2024 11:18:30,1.148s,PASSED
"if (username == ""John Doe"" && password == ""ThisIsNotAPassword"")",Chrome 126.0.0.0,,,03-07-2024 11:18:30,03-07-2024 11:18:30,0.001s,PASSED
else,Chrome 126.0.0.0,,,03-07-2024 11:18:30,03-07-2024 11:18:31,0.489s,PASSED
,,,,,,,
Test Cases/TC17 - Login using data driven,Chrome 126.0.0.0,,Regression,03-07-2024 11:18:31,03-07-2024 11:18:35,3.730s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Make Appointment""))",Chrome 126.0.0.0,,,03-07-2024 11:18:31,03-07-2024 11:18:31,0.378s,PASSED
"loginParameter = ""varibleLogin""",Chrome 126.0.0.0,,,03-07-2024 11:18:31,03-07-2024 11:18:31,0.001s,PASSED
"username = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",Chrome 126.0.0.0,,,03-07-2024 11:18:31,03-07-2024 11:18:32,0.335s,PASSED
"password = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",Chrome 126.0.0.0,,,03-07-2024 11:18:32,03-07-2024 11:18:32,0.328s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",Chrome 126.0.0.0,,,03-07-2024 11:18:32,03-07-2024 11:18:33,0.668s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",Chrome 126.0.0.0,,,03-07-2024 11:18:33,03-07-2024 11:18:33,0.643s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Login Button""))",Chrome 126.0.0.0,,,03-07-2024 11:18:33,03-07-2024 11:18:34,0.954s,PASSED
"if (username == ""John Doe"" && password == ""ThisIsNotAPassword"")",Chrome 126.0.0.0,,,03-07-2024 11:18:34,03-07-2024 11:18:34,0.003s,PASSED
else,Chrome 126.0.0.0,,,03-07-2024 11:18:34,03-07-2024 11:18:35,0.354s,PASSED
,,,,,,,
Test Cases/TC17 - Login using data driven,Chrome 126.0.0.0,,Regression,03-07-2024 11:18:35,03-07-2024 11:18:39,3.935s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Make Appointment""))",Chrome 126.0.0.0,,,03-07-2024 11:18:35,03-07-2024 11:18:35,0.342s,PASSED
"loginParameter = ""varibleLogin""",Chrome 126.0.0.0,,,03-07-2024 11:18:35,03-07-2024 11:18:35,0.008s,PASSED
"username = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",Chrome 126.0.0.0,,,03-07-2024 11:18:35,03-07-2024 11:18:35,0.385s,PASSED
"password = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",Chrome 126.0.0.0,,,03-07-2024 11:18:35,03-07-2024 11:18:36,0.286s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",Chrome 126.0.0.0,,,03-07-2024 11:18:36,03-07-2024 11:18:36,0.748s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",Chrome 126.0.0.0,,,03-07-2024 11:18:36,03-07-2024 11:18:37,0.745s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Login Button""))",Chrome 126.0.0.0,,,03-07-2024 11:18:37,03-07-2024 11:18:38,0.997s,PASSED
"if (username == ""John Doe"" && password == ""ThisIsNotAPassword"")",Chrome 126.0.0.0,,,03-07-2024 11:18:38,03-07-2024 11:18:38,0.003s,PASSED
