Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS08 - Hongkong appointment using variable,Chrome 126.0.0.0,,,02-07-2024 18:15:20,02-07-2024 18:15:37,16.675s,PASSED
,,,,,,,
Test Cases/TC15 - Login using variable,Chrome 126.0.0.0,,,02-07-2024 18:15:21,02-07-2024 18:15:29,8.765s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 18:15:21,02-07-2024 18:15:22,1.517s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,02-07-2024 18:15:22,02-07-2024 18:15:25,2.929s,PASSED
"loginParameter = ""varibleLogin""",Chrome 126.0.0.0,,,02-07-2024 18:15:25,02-07-2024 18:15:25,0.004s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Make Appointment""))",Chrome 126.0.0.0,,,02-07-2024 18:15:25,02-07-2024 18:15:26,1.120s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",Chrome 126.0.0.0,,,02-07-2024 18:15:26,02-07-2024 18:15:27,1.036s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",Chrome 126.0.0.0,,,02-07-2024 18:15:27,02-07-2024 18:15:28,0.890s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Login Button""))",Chrome 126.0.0.0,,,02-07-2024 18:15:28,02-07-2024 18:15:29,0.948s,PASSED
,,,,,,,
Test Cases/TC16 - Appointment Hongkong using variable,Chrome 126.0.0.0,,,02-07-2024 18:15:29,02-07-2024 18:15:35,5.818s,PASSED
"selectOptionByValue(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Facility""), ""Hongkong CURA Healthcare Center"", true, CONTINUE_ON_FAILURE)",Chrome 126.0.0.0,,,02-07-2024 18:15:30,02-07-2024 18:15:31,1.034s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Apply for Hospital Readmission""))",Chrome 126.0.0.0,,,02-07-2024 18:15:31,02-07-2024 18:15:31,0.380s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Medicaid""))",Chrome 126.0.0.0,,,02-07-2024 18:15:31,02-07-2024 18:15:31,0.400s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Visit Date""))",Chrome 126.0.0.0,,,02-07-2024 18:15:31,02-07-2024 18:15:32,0.686s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Visit Date""), ""18/07/2024"")",Chrome 126.0.0.0,,,02-07-2024 18:15:32,02-07-2024 18:15:33,1.432s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Comment""), Comment4)",Chrome 126.0.0.0,,,02-07-2024 18:15:33,02-07-2024 18:15:34,0.937s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Book Appointment""))",Chrome 126.0.0.0,,,02-07-2024 18:15:34,02-07-2024 18:15:35,0.706s,PASSED
,,,,,,,
Test Cases/TC12 - Logout via button toggle,Chrome 126.0.0.0,,,02-07-2024 18:15:35,02-07-2024 18:15:37,1.911s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Menu""), STOP_ON_FAILURE)",Chrome 126.0.0.0,,,02-07-2024 18:15:35,02-07-2024 18:15:36,0.490s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Logout""))",Chrome 126.0.0.0,,,02-07-2024 18:15:36,02-07-2024 18:15:37,1.018s,PASSED
"verifyElementText(findTestObject(""2. CURA Test Object (Verify parameter)/CURA Healthcare Service Label""), ""CURA Healthcare Service"")",Chrome 126.0.0.0,,,02-07-2024 18:15:37,02-07-2024 18:15:37,0.310s,PASSED
