Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS09 - Login using data driven,TestCloud - Windows - Chrome 124.0.0.0,Data driven test,,04-07-2024 13:35:48,04-07-2024 13:40:30,4m - 41.644s,PASSED
,,,,,,,
Test Cases/Properties/TCP01 - Open browser,TestCloud - Windows - Chrome 124.0.0.0,,Helper,04-07-2024 13:35:49,04-07-2024 13:36:34,45.642s,PASSED
"openBrowser("""")",TestCloud - Windows - Chrome 124.0.0.0,,,04-07-2024 13:35:49,04-07-2024 13:36:33,44.080s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",TestCloud - Windows - Chrome 124.0.0.0,,,04-07-2024 13:36:33,04-07-2024 13:36:34,1.277s,PASSED
,,,,,,,
Test Cases/TC17 - Login using data driven,TestCloud - Windows - Chrome 124.0.0.0,,Data driven,04-07-2024 13:36:34,04-07-2024 13:37:07,32.538s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Make Appointment""))",TestCloud - Windows - Chrome 124.0.0.0,,,04-07-2024 13:36:34,04-07-2024 13:36:38,3.856s,PASSED
"loginParameter = ""varibleLogin""",TestCloud - Windows - Chrome 124.0.0.0,,,04-07-2024 13:36:38,04-07-2024 13:36:38,0.003s,PASSED
"username = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",TestCloud - Windows - Chrome 124.0.0.0,,,04-07-2024 13:36:38,04-07-2024 13:36:41,3.114s,PASSED
"password = getAttribute(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",TestCloud - Windows - Chrome 124.0.0.0,,,04-07-2024 13:36:41,04-07-2024 13:36:45,3.410s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), Username)",TestCloud - Windows - Chrome 124.0.0.0,,,04-07-2024 13:36:45,04-07-2024 13:36:52,7.074s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), Password)",TestCloud - Windows - Chrome 124.0.0.0,,,04-07-2024 13:36:52,04-07-2024 13:36:59,7.348s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Login Button""))",TestCloud - Windows - Chrome 124.0.0.0,,,04-07-2024 13:36:59,04-07-2024 13:37:03,3.609s,PASSED
"if (username == ""John Doe"" && password == ""ThisIsNotAPassword"")",TestCloud - Windows - Chrome 124.0.0.0,,,04-07-2024 13:37:03,04-07-2024 13:37:03,0.068s,PASSED
else,TestCloud - Windows - Chrome 124.0.0.0,,,04-07-2024 13:37:03,04-07-2024 13:37:07,3.925s,PASSED
,,,,,,,
Test Cases/TC17 - Login using data driven,TestCloud - Windows - Chrome 124.0.0.0,,Data driven,04-07-2024 13:37:07,04-07-2024 13:37:39,32.293s,PASSED
