Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS10 - Seoul appointment using data driven,Chrome 126.0.0.0,,,02-07-2024 17:45:03,02-07-2024 17:45:49,45.534s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP01 - Open browser,Chrome 126.0.0.0,,,02-07-2024 17:45:04,02-07-2024 17:45:10,6.576s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,02-07-2024 17:45:04,02-07-2024 17:45:06,2.052s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,02-07-2024 17:45:06,02-07-2024 17:45:10,4.277s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP02 - Login,Chrome 126.0.0.0,,,02-07-2024 17:45:10,02-07-2024 17:45:15,4.421s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Make Appointment""))",Chrome 126.0.0.0,,,02-07-2024 17:45:11,02-07-2024 17:45:12,1.046s,PASSED
"verifyElementText(findTestObject(""2. CURA Test Object (Verify parameter)/Login Text""), ""Login"")",Chrome 126.0.0.0,,,02-07-2024 17:45:12,02-07-2024 17:45:12,0.509s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Username""), ""John Doe"")",Chrome 126.0.0.0,,,02-07-2024 17:45:12,02-07-2024 17:45:13,0.829s,PASSED
"setText(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Password""), ""ThisIsNotAPassword"")",Chrome 126.0.0.0,,,02-07-2024 17:45:13,02-07-2024 17:45:14,0.834s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Login Button""))",Chrome 126.0.0.0,,,02-07-2024 17:45:14,02-07-2024 17:45:15,1.017s,PASSED
,,,,,,,
Test Cases/TC18 - Seoul Appointment using data driven,Chrome 126.0.0.0,,,02-07-2024 17:45:15,02-07-2024 17:45:22,7.485s,PASSED
"selectOptionByValue(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Facility""), facilityBook, true, CONTINUE_ON_FAILURE)",Chrome 126.0.0.0,,,02-07-2024 17:45:15,02-07-2024 17:45:16,1.007s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Apply for Hospital Readmission""))",Chrome 126.0.0.0,,,02-07-2024 17:45:16,02-07-2024 17:45:16,0.333s,PASSED
"click(findTestObject(""1. CURA Test Object (Click, Set, Dropdown)/Medicaid""))",Chrome 126.0.0.0,,,02-07-2024 17:45:16,02-07-2024 17:45:17,0.346s,PASSED
