Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS03 - Coba,Chrome 126.0.0.0,,,27-06-2024 16:10:08,27-06-2024 16:11:23,1m - 14.535s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP01 - Open Browser,Chrome 126.0.0.0,,,27-06-2024 16:10:08,27-06-2024 16:10:14,5.353s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,27-06-2024 16:10:09,27-06-2024 16:10:10,1.637s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,27-06-2024 16:10:10,27-06-2024 16:10:14,3.378s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP02 - Login,Chrome 126.0.0.0,,,27-06-2024 16:10:14,27-06-2024 16:11:21,1m - 7.167s,PASSED
"click(findTestObject(""Login page/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 126.0.0.0,,,27-06-2024 16:10:14,27-06-2024 16:10:15,1.016s,PASSED
"verifyElementText(findTestObject(""Login menu check/Page_CURA Healthcare Service/h2_Login""), ""Login"")",Chrome 126.0.0.0,,,27-06-2024 16:10:15,27-06-2024 16:10:15,0.347s,PASSED
"setText(findTestObject(""Login page/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 126.0.0.0,,,27-06-2024 16:10:15,27-06-2024 16:11:18,1m - 3.236s,PASSED
"setText(findTestObject(""Login page/Page_CURA Healthcare Service/input_Password_password""), ""ThisIsNotAPassword"")",Chrome 126.0.0.0,,,27-06-2024 16:11:18,27-06-2024 16:11:19,0.746s,PASSED
"click(findTestObject(""Login page/Page_CURA Healthcare Service/button_Login""))",Chrome 126.0.0.0,,,27-06-2024 16:11:19,27-06-2024 16:11:21,1.529s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP03 - Logout,Chrome 126.0.0.0,,,27-06-2024 16:11:21,27-06-2024 16:11:23,1.765s,PASSED
"click(findTestObject(""History check/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Chrome 126.0.0.0,,,27-06-2024 16:11:21,27-06-2024 16:11:21,0.411s,PASSED
"click(findTestObject(""Log out/Page_CURA Healthcare Service/a_Logout""))",Chrome 126.0.0.0,,,27-06-2024 16:11:21,27-06-2024 16:11:22,1.007s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,27-06-2024 16:11:22,27-06-2024 16:11:23,0.275s,PASSED
