Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS03 - Logout variation,Chrome 126.0.0.0,,,29-06-2024 13:43:02,29-06-2024 13:44:14,1m - 11.777s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP01 - Open Browser,Chrome 126.0.0.0,,,29-06-2024 13:43:02,29-06-2024 13:43:07,4.795s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,29-06-2024 13:43:03,29-06-2024 13:43:04,1.847s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,29-06-2024 13:43:04,29-06-2024 13:43:07,2.706s,PASSED
,,,,,,,
Test Cases/Test Case Properties/TCP02 - Login,Chrome 126.0.0.0,,,29-06-2024 13:43:07,29-06-2024 13:44:14,1m - 6.807s,PASSED
"click(findTestObject(""Login page/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 126.0.0.0,,,29-06-2024 13:43:07,29-06-2024 13:43:08,0.788s,PASSED
"verifyElementText(findTestObject(""Login menu check/Page_CURA Healthcare Service/h2_Login""), ""Login"")",Chrome 126.0.0.0,,,29-06-2024 13:43:08,29-06-2024 13:43:08,0.363s,PASSED
"setText(findTestObject(""Login page/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 126.0.0.0,,,29-06-2024 13:43:08,29-06-2024 13:44:12,1m - 3.092s,PASSED
"setText(findTestObject(""Login page/Page_CURA Healthcare Service/input_Password_password""), ""ThisIsNotAPassword"")",Chrome 126.0.0.0,,,29-06-2024 13:44:12,29-06-2024 13:44:12,0.846s,PASSED
"click(findTestObject(""Login page/Page_CURA Healthcare Service/button_Login""))",Chrome 126.0.0.0,,,29-06-2024 13:44:12,29-06-2024 13:44:14,1.565s,PASSED
