Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS01 - Login and Logout,Chrome 126.0.0.0,,,27-06-2024 12:51:04,27-06-2024 12:54:32,3m - 27.447s,PASSED
,,,,,,,
Test Cases/TC01 - Verify Home Page of CURA,Chrome 126.0.0.0,,,27-06-2024 12:51:05,27-06-2024 12:51:20,14.660s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,27-06-2024 12:51:05,27-06-2024 12:51:07,1.623s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,27-06-2024 12:51:07,27-06-2024 12:51:14,6.465s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/h1_CURA Healthcare Service""), ""CURA Healthcare Service"")",Chrome 126.0.0.0,,,27-06-2024 12:51:14,27-06-2024 12:51:14,0.505s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/h3_We Care About Your Health""), ""We Care About Your Health"")",Chrome 126.0.0.0,,,27-06-2024 12:51:14,27-06-2024 12:51:14,0.365s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/strong_CURA Healthcare Service""), ""CURA Healthcare Service"")",Chrome 126.0.0.0,,,27-06-2024 12:51:14,27-06-2024 12:51:15,0.337s,PASSED
"ExpectedValue = ""Atlanta 550 Pharr Road NE Suite 525
Atlanta, GA 30305""",Chrome 126.0.0.0,,,27-06-2024 12:51:15,27-06-2024 12:51:15,0.006s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/p_Atlanta 550 Pharr Road NE Suite 525Atlant_8f4c85""), ExpectedValue)",Chrome 126.0.0.0,,,27-06-2024 12:51:15,27-06-2024 12:51:15,0.317s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/li_(678) 813-1KMS""), ""(678) 813-1KMS"")",Chrome 126.0.0.0,,,27-06-2024 12:51:15,27-06-2024 12:51:15,0.331s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/li_infokatalon.com""), ""info@katalon.com"")",Chrome 126.0.0.0,,,27-06-2024 12:51:15,27-06-2024 12:51:16,0.333s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/i_infokatalon.com_fa fa-facebook fa-fw fa-3x""))",Chrome 126.0.0.0,,,27-06-2024 12:51:16,27-06-2024 12:51:16,0.374s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/i_infokatalon.com_fa fa-twitter fa-fw fa-3x""))",Chrome 126.0.0.0,,,27-06-2024 12:51:16,27-06-2024 12:51:16,0.327s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/i_infokatalon.com_fa fa-dribbble fa-fw fa-3x""))",Chrome 126.0.0.0,,,27-06-2024 12:51:16,27-06-2024 12:51:17,0.330s,PASSED
"verifyElementText(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/p_Copyright  CURA Healthcare Service 2024""), ""Copyright © CURA Healthcare Service 2024"")",Chrome 126.0.0.0,,,27-06-2024 12:51:17,27-06-2024 12:51:17,0.354s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/Homepage of CURA/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 126.0.0.0,,,27-06-2024 12:51:17,27-06-2024 12:51:17,0.367s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,27-06-2024 12:51:17,27-06-2024 12:51:20,2.073s,PASSED
,,,,,,,
Test Cases/TC02 - Login normally,Chrome 126.0.0.0,,,27-06-2024 12:51:20,27-06-2024 12:53:10,1m - 50.494s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,27-06-2024 12:51:20,27-06-2024 12:51:20,0.860s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,27-06-2024 12:51:20,27-06-2024 12:51:24,3.748s,PASSED
delay(2),Chrome 126.0.0.0,,,27-06-2024 12:51:24,27-06-2024 12:51:26,2.111s,PASSED
takeFullPageScreenshot(),Chrome 126.0.0.0,,,27-06-2024 12:51:26,27-06-2024 12:51:28,1.231s,PASSED
"click(findTestObject(""Object Repository/Login page/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 126.0.0.0,,,27-06-2024 12:51:28,27-06-2024 12:51:28,0.902s,PASSED
"click(findTestObject(""Object Repository/Login page/Page_CURA Healthcare Service/input_Username_username""))",Chrome 126.0.0.0,,,27-06-2024 12:51:28,27-06-2024 12:52:00,31.588s,PASSED
"setText(findTestObject(""Object Repository/Login page/Page_CURA Healthcare Service/input_Username_username""), ""John Doe"")",Chrome 126.0.0.0,,,27-06-2024 12:52:00,27-06-2024 12:53:03,1m - 3.245s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login page/Page_CURA Healthcare Service/input_Password_password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 126.0.0.0,,,27-06-2024 12:53:03,27-06-2024 12:53:04,0.814s,PASSED
"click(findTestObject(""Object Repository/Login page/Page_CURA Healthcare Service/button_Login""))",Chrome 126.0.0.0,,,27-06-2024 12:53:04,27-06-2024 12:53:06,1.629s,PASSED
takeFullPageScreenshot(),Chrome 126.0.0.0,,,27-06-2024 12:53:06,27-06-2024 12:53:07,1.561s,PASSED
delay(2),Chrome 126.0.0.0,,,27-06-2024 12:53:07,27-06-2024 12:53:09,2.013s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,27-06-2024 12:53:09,27-06-2024 12:53:10,0.711s,PASSED
,,,,,,,
Test Cases/TC10 - Login in another way,Chrome 126.0.0.0,,,27-06-2024 12:53:10,27-06-2024 12:53:20,10.263s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,27-06-2024 12:53:10,27-06-2024 12:53:11,1.207s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,27-06-2024 12:53:11,27-06-2024 12:53:14,2.840s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login menu check/Page_CURA Healthcare Service/h1_CURA Healthcare Service""), ""CURA Healthcare Service"")",Chrome 126.0.0.0,,,27-06-2024 12:53:14,27-06-2024 12:53:15,0.326s,PASSED
"click(findTestObject(""Object Repository/Login menu check/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 126.0.0.0,,,27-06-2024 12:53:15,27-06-2024 12:53:15,0.748s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login menu check/Page_CURA Healthcare Service/h2_Login""), ""Login"")",Chrome 126.0.0.0,,,27-06-2024 12:53:15,27-06-2024 12:53:16,0.486s,PASSED
"click(findTestObject(""Object Repository/Login menu check/Page_CURA Healthcare Service/a_CURA Healthcare_menu-toggle""))",Chrome 126.0.0.0,,,27-06-2024 12:53:16,27-06-2024 12:53:16,0.510s,PASSED
"click(findTestObject(""Object Repository/Login menu check/Page_CURA Healthcare Service/a_Login""))",Chrome 126.0.0.0,,,27-06-2024 12:53:16,27-06-2024 12:53:17,0.355s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login menu check/Page_CURA Healthcare Service/h2_Login""), ""Login"")",Chrome 126.0.0.0,,,27-06-2024 12:53:17,27-06-2024 12:53:17,0.311s,PASSED
"click(findTestObject(""Object Repository/Login menu check/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Chrome 126.0.0.0,,,27-06-2024 12:53:17,27-06-2024 12:53:17,0.351s,PASSED
"click(findTestObject(""Object Repository/Login menu check/Page_CURA Healthcare Service/a_Home""))",Chrome 126.0.0.0,,,27-06-2024 12:53:17,27-06-2024 12:53:18,0.821s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login menu check/Page_CURA Healthcare Service/h1_CURA Healthcare Service""), ""CURA Healthcare Service"")",Chrome 126.0.0.0,,,27-06-2024 12:53:18,27-06-2024 12:53:18,0.296s,PASSED
"click(findTestObject(""Object Repository/Login menu check/Page_CURA Healthcare Service/i_CURA Healthcare_fa fa-bars""))",Chrome 126.0.0.0,,,27-06-2024 12:53:18,27-06-2024 12:53:19,0.405s,PASSED
"click(findTestObject(""Object Repository/Login menu check/Page_CURA Healthcare Service/a_Login""))",Chrome 126.0.0.0,,,27-06-2024 12:53:19,27-06-2024 12:53:20,0.724s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login menu check/Page_CURA Healthcare Service/h2_Login""), ""Login"")",Chrome 126.0.0.0,,,27-06-2024 12:53:20,27-06-2024 12:53:20,0.443s,PASSED
closeBrowser(),Chrome 126.0.0.0,,,27-06-2024 12:53:20,27-06-2024 12:53:20,0.326s,PASSED
,,,,,,,
Test Cases/TC03 - Login Failed,Chrome 126.0.0.0,,,27-06-2024 12:53:20,27-06-2024 12:54:10,49.726s,PASSED
"openBrowser("""")",Chrome 126.0.0.0,,,27-06-2024 12:53:20,27-06-2024 12:53:21,0.997s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 126.0.0.0,,,27-06-2024 12:53:21,27-06-2024 12:53:24,2.823s,PASSED
"click(findTestObject(""Failed Login/Page_CURA Healthcare Service/a_Make Appointment""))",Chrome 126.0.0.0,,,27-06-2024 12:53:24,27-06-2024 12:53:25,0.797s,PASSED
"userName = getAttribute(findTestObject(""Object Repository/Failed Login/Page_CURA Healthcare Service/input_Username_username""), ""username"")",Chrome 126.0.0.0,,,27-06-2024 12:53:25,27-06-2024 12:53:25,0.427s,PASSED
"passWord = getAttribute(findTestObject(""Object Repository/Failed Login/Page_CURA Healthcare Service/input_Password_password""), ""password"")",Chrome 126.0.0.0,,,27-06-2024 12:53:25,27-06-2024 12:53:26,0.374s,PASSED
